eOFC2	eOFC3	eOFC4	eOHC1	eOHC2	eOHC3	eOHC4	eOHC5	lOFC2	lOFC3	lOFC4	lOHC1	lOHC2	lOHC3	lOHC4	lOHC5
VEGFA	0.283238219839336	-0.112280727607276	-0.17095749223206	-0.451250093414282	-0.0269932337082341	0.103935971361546	0.709489991321126	-0.335182635560156	-0.434000670339385	-0.222005014665974	0.656005685005358	-0.674817857597731	0.213588932126232	-0.145289527133487	0.748830039847306	-0.142311587242319
VDR	0.344257509491722	-0.0588993317889299	-0.285358177702792	-0.282087679491923	-0.233573353263605	0.103377124770445	0.052329474810656	0.359954433174427	0.0962972448341146	-0.107512276112244	0.011215031278129	-0.143966281494296	0.19955117730877	0.38338954797772	0.170797425041799	-0.609771868833994
VDAC2	0.203210539223829	0.065220300039055	-0.268430839262887	1.09372318152175	0.328982724485964	-0.339416541941979	-0.980446435557301	-0.10284292850843	0.573219918078461	-0.416599225527392	-0.156620692551066	0.211270711131252	0.933161626805525	0.0135369979944393	-1.7084516776847	0.550482341753483
VCL	0.296640354540319	-0.508627279240791	0.211986924700472	-0.202500299311851	-0.47619047757855	0.00183086470424421	-0.978400226344881	1.65526013853104	-1.12474121151934	0.877860837820862	0.246880373698481	-2.18532999940444	0.889069674046603	1.18481139601301	0.695629930269119	-0.584181000924298
VCAN	-0.0366139054791246	0.0427237341064428	-0.00610982862731912	-0.338625507157325	-0.381304653898312	2.18715188944886	0.909609523403187	-2.37683125179641	-0.504182458131933	0.492244686779665	0.0119377713522688	-3.04157346196556	1.33586129542458	1.07251483452851	1.91044983817753	-1.27725250616506
VAV3	0.0542143546873644	-0.243994471549497	0.189780116862133	-0.20364530841932	-0.441988854244922	0.362873437967914	0.350652184416423	-0.0678914597200952	-0.127698758428425	0.031124810723167	0.0965739477052587	-0.95865195817652	0.0516545994153343	0.355720394866409	1.0920407655806	-0.540763801685829
VAV2	0.312887730435174	0.197641270975634	-0.510529001410808	0.248793340505973	-0.325196780039821	-0.257816156592938	0.0695364939942653	0.264683102132519	-0.49311386455984	-0.129916153690013	0.623030018249853	-1.22642117104391	0.599390303270318	-0.00850677456273363	0.447659762567327	0.187877879768998
VAT1L	0.254304023232257	0.00668683604258558	-0.260990859274843	-0.0340668156887247	-0.2977036646809	-0.133431816114235	0.0375639652145612	0.427638331269298	-0.0449452522246503	-0.0435033913486969	0.0884486435733463	0.881894426431677	-0.0936003977058162	0.0113654685389495	-0.676411228787667	-0.123248268477146
VASH1	0.405769891083297	-0.468213197469643	0.0624433063863448	0.00645229392595503	0.275452534576377	1.37782938618401	-1.14803191705675	-0.511702297629597	-2.08436915144698	1.13816323101549	0.946205920431494	-1.00704511712915	-0.0786259300893519	1.29401021619971	0.291095030725723	-0.499434199706931
VANGL2	0.226145641404749	-0.347386827005994	0.121241185601245	-0.716279581368247	0.417644847050981	1.05830831882727	-0.540907195812266	-0.218766388697738	-1.22027432216279	0.796049467538541	0.424224854624249	-0.785411966608529	0.639445946303833	0.737402794266008	-0.133102678365309	-0.458334095596003
UXS1	-0.41835621697534	0.675845404461434	-0.257489187486093	-0.333005790777288	0.410165966004373	0.0657360943794201	0.963238461812264	-1.10613473141877	-0.0116230620835838	0.507847944770907	-0.496224882687324	-1.41627996803423	0.747102028078417	0.478704751443303	0.735513341301421	-0.545040152788911
UTRN	-0.0201438639055591	0.0568915080414332	-0.0367476441358736	-0.240359112756315	-0.070423903887773	0.48546892647849	-0.117117633843431	-0.0575682759909704	-0.340675136195916	0.328481835996917	0.0121933001989993	0.333580674712488	-0.0768458424526677	-0.0612040456552672	-0.223582507046808	0.0280517204422552
UTP6	0.113246435353391	0.173457050101435	-0.286703485454826	-0.121545103966527	-0.000809670902150117	-0.177422175728399	0.311763933003887	-0.0119869824068104	-0.216958958404332	-0.123823332089476	0.340782290493806	-0.0777154719125193	0.18759544848845	-0.633873191784339	0.228137102967683	0.295856112240727
UST	-0.177184331040667	-0.256958843449146	0.434143174489813	-1.02826380109945	0.353139891705142	0.991704982075325	0.336286781019254	-0.652867853700271	-0.59312444326531	0.454927953998221	0.138196489267091	-0.839395410484602	0.304919835258736	0.2822204686826	-0.0729314594301238	0.325186565973389
USP25	-0.0779367544519527	0.00403659468216944	0.0739001597697824	-0.357436719181642	0.0271256189034021	0.0762957771238897	0.222918817075777	0.0310965060785744	-0.143711919701213	0.295913261755699	-0.152201342054485	-0.402046361906824	0.747138050014303	-0.162884695083076	-0.209905846891949	0.0276988538675464
USP16	-0.131964483906259	0.0805962457024219	0.0513682382038354	-0.274738366667153	0.0880340219253384	0.194745796053379	0.40705356424089	-0.415095015552456	-0.169056845469475	0.112963382597583	0.0560934628718943	-0.291099997917111	-0.143922302795407	-0.594635801615414	0.274643008629394	0.755015093698538
USP1	0.15800077798734	0.803361421202489	-0.96136219918983	-0.946045242893209	0.272578293772655	0.803189118568996	0.857122182560781	-0.986844352009225	-0.43313776393515	0.323190258073609	0.109947505861539	-1.26916354202211	0.285173748025061	0.230983182091348	0.701577718712487	0.0514288931932096
