eFCor1	eFCor2	eFCor3	eFCor4	eFCor5	eHCor1	eHCor2	eHCor3	eHCor4	eHCor5	lFCor1	lFCor2	lFCor3	lFCor4	lFCor5	lHCor1	lHCor2	lHCor3	lHCor4	lHCor5
WNT9A	0.389153617924499	0.0186331695727127	-0.0106182200365244	-0.338824372637305	-0.0583441948233825	0.676920845036396	-0.213337351616163	-0.0569820748119358	-0.217885391398698	-0.188716027209598	-0.209030181532651	-0.445907406886717	0.550385072740875	0.489071942771043	-0.384519427092551	0.0188175008532339	-0.128058585027267	0.341022259125919	0.144555989050275	-0.376337164002162
WNT8A	0.311947051917469	-0.0779867629793672	-0.0779867629793672	-0.0779867629793672	-0.0779867629793672	0	0	0	0	0	0	0	0	0	0	-0.0932319885018012	-0.0932319885018012	-0.0932319885018012	-0.0932319885018012	0.372927954007205
WNT7B	0.00869261436068891	-0.395660552733766	-0.104447029099915	0.108421954025394	0.382993013447599	-0.452943807174777	-0.171565106573616	-0.249796904554241	-0.311990769813651	1.18629658811628	0.195154181100629	-0.0250686796188293	-0.6531749196808	0.535687452962648	-0.0525980347636477	0.418851346612053	-0.473258656758593	0.205621405800554	-0.0393164576016258	-0.111897638052389
WNT7A	0.149793592369433	-0.45000767669196	0.00416288389410102	0.102744386478008	0.193306813950417	-0.390613759000561	-0.428168027651707	-0.251641517356128	-0.0366136837287976	1.10703698773719	0.699738351867074	-0.480543618771667	-0.896254223993934	0.871052194797178	-0.19399270389865	0.502413658773102	0.0241250819606718	0.290258958185827	0.755691598958072	-1.57248929787767
WNT5B	2.10062370080459	0.98418175646569	0.0952809614278491	-1.83457998442958	-1.34550643426855	1.79835989443322	1.12476266501693	-0.0773469538623335	-1.12041005199491	-1.72536555359291	0.368097660232944	-0.230556364310495	-0.0114469096652323	-0.224430675675072	0.0983362894178565	0.153606873211061	-0.372811243415044	-0.0963033345785798	-0.69551498594844	1.011022690731
WNT5A	0.832456917717195	-0.457476017614116	0.571624739448723	1.35395109023588	-2.30055672978768	0.875850437746951	1.87649850634797	0.106347158120258	0.0621707592315133	-2.9208668614467	0.0637886936033141	-1.41064189037948	-0.0152744768434943	1.29020536074769	0.0719223128719761	0.935089233228693	-0.283467913170757	1.59766835256243	1.12679470815296	-3.37608438077332
WNT4	-0.149272794161389	-0.731502669655686	0.159780912183453	-0.0755301531778962	0.796524704811518	-0.335350972572655	-0.341850008207372	-0.176775884207419	0.375249866544812	0.478726998442636	-0.184433015377391	-0.749246889660288	-0.532864073602346	0.912328624232429	0.554215354407594	0.211414945272953	0.287403355515323	-0.188520463546448	0.218133318462737	-0.528431155704564
WNT3	0.0872732953163986	-0.161399502536307	-0.189103526560643	-0.348885463561103	0.612115197341653	-0.115055470311881	-0.721462003030945	-0.393197575302538	-0.273580716684586	1.50329576532995	-0.497230219349044	-1.77458229047378	0.337372284190361	1.32723041198491	0.607209813647548	0.387868028212493	-0.0201275986239566	0.173948557382552	0.0872414734424685	-0.628930460413557
WNT2B	1.15216637760164	-0.000702108439237126	0.0569775483214938	-0.430191893173788	-0.778249924310105	1.00697191554313	-0.319298908697311	-0.118961936613214	-0.657957011227148	0.0892459409945467	-0.0214039562805559	-0.140865247900374	-0.347332988050726	0.0611465575732444	0.448455634658413	0.718832924708201	0.25771660416095	0.329601708086324	-0.569509659216176	-0.736641577739301
WNT2	-0.212251497361845	0.115006825961253	-0.433807577458719	0.365888777221644	0.165163471637667	0.139913206472093	-0.357419210827442	-0.186010261829467	0.201888984082382	0.201627282102434	0.0960580965121487	-0.193258626750638	-0.0366714256268847	0.399240655292347	-0.265368699426974	0.0133152269449981	-0.245815415407547	0.450050618992991	-0.225943526977353	0.00839309644691144
WNT16	-3.80753753929704	1.54615449457001	1.19760065451315	-0.404275154007024	1.4680575442209	-4.39798629072994	1.06472836485982	1.5569402087149	-1.00615456075813	2.78247227791335	-1.07807125529303	-1.09988518834557	-0.232871279332861	0.1041723371709	2.30665538580056	-0.984266003694593	-1.53088837091593	-0.589327540659824	0.623497133893689	2.48098478137666
WNT11	-0.271614587232857	-0.156833326648691	-0.307477317784115	0.434829669631593	0.301095562034068	0.258774513263132	-0.537005959324008	0.107768144484323	0.323821704536048	-0.153358402959498	2.06365148090841	0.0091850416052619	-0.170119413208344	-0.472613100158155	-1.43010400914718	1.23635352144989	-0.20500231774666	-0.741731096844875	-1.3146310149834	1.02501090812505
WLS	-0.00877165500529387	-0.016273496072948	0.0100377234199343	0.281632614414338	-0.266625186756038	-1.03109856126412	-0.373822627382324	-0.465077759877111	-0.0275934055825928	1.89759235410614	0.743373871647641	-1.82144329151029	-0.407304831961827	1.5139999869266	-0.0286257351021284	2.024091416099	-1.85511806878985	-1.01827163566626	-0.518464171485434	1.36776245984254
WISP1	0.381960948972144	0.00210975120116474	-0.09742324356162	-0.35765011234759	0.0710026557359014	0.457203563581985	0.160429829804214	-0.483861237076012	-0.26845554511842	0.134683388808233	-0.353251285967642	-0.0336782482808413	0.563123314108194	0.752529225963171	-0.928723005822883	-0.0546496586217486	-0.524187274981594	0.0895734751900941	-0.0478170275126457	0.537080485925896
WIF1	8.33594906204171	-1.26461172586994	-4.99445333078104	-5.98830707240775	3.91142306701703	4.56346577260403	-1.85956499748029	-4.72262437975859	-5.67728852970988	7.69601213434473	2.38415775907553	-0.906740707058361	-4.11410665368028	-1.32273086837278	3.95942047003589	2.92768943390058	-0.0549007785025069	-0.0904168569483836	-0.0958919613251226	-2.68647983712457
