data$Gene	MmFC1	MmFC2	MmFC3	MmFC4	MmFC5
GM25079	0	0	0	0	0
GM23984	0	0	0	0	0
GM27753	0	0	0	0	0
GM27454	69.1212740270642	38.1101156305036	36.1739143967064	32.7065865965242	41.9822655299562
GM24948	0	0	0	0	0
GM27470	0	0	0	0	0
GM25043	0	0	0	0	0
GM27403	0	0	0	0	0
GM27861	1.1879239948516	0.704861464434044	0.901802120243334	1.13134752872251	0.670102786300674
GM26174	0	0	0	0	0
GM25483	0	0.102858346413025	0.238765783704217	0	0.0513799036370967
GM27817	99.127878023002	75.7245991600577	73.5615869869917	58.2767407755513	75.4879426768688
GM12728	0.0771182890976272	0.315171278895169	0.082880732591563	0.0598479259159554	0.494578238601985
SNORD17	2.93503364088439	2.5271435173915	2.67126080686666	2.26618366418516	2.70471937214562
GM24687	0	0	0	0	0
GM25687	0	0	0	0	0
GM22038	0	0	0	0	0
GM24119	5.72515539852889	4.77283585325119	5.91630493131884	3.88305450572743	4.80168629049699
DEFB39	0	0	0	0	0
GM27572	0	0	0.313718079932125	0	0
GM24734	0	0	0	0	0
GM27588	0	0.0887788769420404	0	0	0
GM26489	0	0	0	0	0
GM24885	0	0	0	0	0
RMRP	5.15698267547982	3.50064007244318	3.55348838388062	2.01549685655617	6.03901311801138
AC137708.1	0	0	0	0	0
GM25395	0.543542699923506	0.936656687668255	0.19926409154727	0.489537320338784	0.223075169546157
GM27275	0	0	0	0	0
CAPN9	0.526881157630504	0.0493656751641538	0	0	0.0596267737115982
GM25624	0	0	0	0	0
SCARNA13	1.66664680901114	1.54115393915137	1.17875060425232	1.91992562701096	1.6979605739221
GM23824	0	0	0	0	0
PRLH	0	0	0	0	0
GM22277	0	0	0	0	0
GM25694	0	0.242000868685941	0.0687733738525736	0.0496610449089843	0.0827180008909287
GM22343	0	0	0	0	0
KCNQ1	4.15643780258527	4.07688264942044	4.15917865342961	4.57907451188376	2.70362007518883
CSTA3	0	0.125425304866445	0.13193259473759	0	0.0488223785754759
GM27538	0	0	0	0	0
GM25661	0	0	0.0655205791433302	0.157280219637004	0
WNT7A	84.0364548122947	76.5071054773611	63.9549946086185	64.0687755048538	61.9795455217283
S100Z	0	0	0	0	0
IGHV8-13	0	0	0	0	0
GM22902	0	0	0	0	0
GM26464	0	0	0	0	0
SPINK4	0	0	0	0	0
H4C12	1.48372825551528	0.703358810405686	0.655549585008456	0.985364921426338	1.53687009415879
GM5426	0	0	0.0579058043812578	0	0
GM24221	0	0	0	0	0
IGLC4	0	0	0	0	0
RPPH1	6.80414167229035	4.58392517768836	5.30416407223617	4.51425874566447	11.5048866016661
GM26315	0	0	0	0	0
IGHV8-4	0	0	0	0	0
GM21885	0	0	0.0600436267072004	0	0
SCARNA10	0.626318629392886	0	0.234611954603784	0.161680038743052	0.409280401103786
IGHV16-1	0	0	0	0	0
IGHV8-6	0	0	0	0	0
GM25863	0	0	0	0	0
OCM	0.0930643173794944	0.428427437079879	0	0.0546598076281225	0.035343145835215
ALB	0.828298158636139	0.659392537472157	1.17114384376603	3.02916755000962	2.75936353009096
IGHV8-9	0	0	0	0	0
RNF7	375.357503346005	373.44978957663	379.51534741041	387.109230703424	364.239845982101
IGHV8-12	0	0	0	0	0
GM24447	0	0	0	0	0
GM7075	0.315429803971038	0	0	0.274470077417822	0.365200387491361
GM22009	0.786291621841076	1.43520109824068	0.861919103875758	0.616056565423253	1.56882266810582
MT-ND3	6.80669335166432	5.82103509999129	5.10399547145014	6.97586155091951	14.8735692883165
GM22326	0	0	0	0	0
IGHV5-2	0	0	0	0	0
TRBV29	0	0	0	0	0
IGHV11-1	0	0	0	0	0
IGHV5-6	0	0	0.0549407689133874	0	0.0406622643093199
IGHV5-12	0	0	0	0	0
IGHV5-12-4	0	0	0	0	0
RPL36-PS4	0	0	0.0510356242004306	0	0
IGHV5-15	0	0	0	0	0
SLC4A1	17.2189398832799	30.3890201090558	63.5145942217564	24.1266683780945	20.6621472837063
GM21973	0	0	0	0	0
IGHV8-11	0	0	0	0	0
IGHV8-5	0	0	0	0	0
IGHV8-8	0	0	0	0	0
POMP	333.054247920818	333.929833465911	336.35120319396	361.44881538746	350.377522272192
IGHV8-2	0	0	0	0	0
COX8B	0.123308577837354	0	0	0	0.0647957673645608
TRPC3	12.377318773012	12.8413636920129	13.0430818298064	13.939370712392	12.786342139895
CHIL3	0	0	0	0	0.0397611614991411
LYRM9	25.9182737703439	46.035161471183	50.6668785077176	47.6867705579377	51.0583688380283
IGHV5-16	0	0	0	0	0
GM28305	0	0	0	0	0
GAL3ST2	0	0	0	0	0
RPL38	506.599109130892	501.621763201422	463.704025856942	492.968613212565	520.208069257432
TRGV7	0	0	0	0	0
GM13547	0.0401003505162127	0.077212272193869	0.470437838226688	0.122206886973445	0.196937587884267
RPS27RT	70.6113328989587	37.0981336957617	53.0416908923648	73.0583688245262	46.1783074454258
NRON	0	0	0	0	0
ATP5K	187.761581864281	176.319539365505	182.633192714397	179.301186317765	178.456337629315
COX5B	260.239034864924	289.69337159131	245.832024384391	289.910256417936	278.27084819694
TRAV2	0	0	0	0	0
PTPRV	23.020518598214	13.0266588735211	16.0143110142691	12.6636560312775	12.699372626323
MYLPF	37.7997580883599	37.9570821316432	32.5726666709668	40.9092383119604	24.8394796904167
PHLDA2	8.22984394620535	9.0522749881782	11.0119689421899	16.7482989110269	12.1466385424112
TAP2	10.3703933694532	7.15739996310225	6.80569352654377	5.34104469028557	4.82246864170383
FAM171A2	356.558143261094	310.549916187738	284.351766854661	327.167200986498	336.467109185683
EPS8L3	0.190959573003648	0.0617694302533244	0.0513071201757295	0.230443347317994	0.12342050926583
GM28038	0	0	0	0	0
GM27985	4.85339281680105	7.25633859810291	7.90379316944307	5.69057593249752	8.33000351694475
LAPTM5	87.3123630816011	47.2447336845203	44.2681167087953	48.4650183687463	31.6870971552504
NHLRC4	0	0.194591238156912	0.201184393789524	0.187578174869071	0.061547430742063
PARVG	8.39372406993334	6.60479704937584	8.75987744095109	7.51029454387513	3.77780706793023
IGHV5-9-1	0	0	0	0	0
H2BC1	0.0469939574188666	0	0.0520821031137316	0	0
AACS	111.652518151481	105.971837881908	106.943359056176	112.927375854478	114.596573679576
PLA2G1B	0	0.0349514082557575	0.206713463521167	0	0
CSTDC6	0	0	0	0	0
MMGT2	140.895672676933	127.702505578706	126.875604478356	131.999682649146	131.89457623689
DEFB40	0	0	0	0	0
H2AC1	0	0.0346825512691747	0	0	0.0368045623107434
COX5B-PS	0.313554656189227	0.059868832399376	0.0497284395549378	0.079581102585561	0.0299057387836435
MT4	0	0	0	0	0
MS4A15	0	0	0	0.179084586500429	0
B4GALT5	124.760410456931	128.93005576956	148.628111358102	154.404091978604	136.071180924843
COMMD9	87.4643526734035	81.5893442842985	76.2693391283716	91.0485592352777	77.9438959415033
BGLAP	0.251947643545512	0.636265038281444	0.378869303599274	0.418975174413069	1.0136071538834
DOK2	26.8090969950907	22.2079512013093	23.4836145288116	15.9227587146697	20.3576291239331
H4C2	1.75985230974474	3.4891230668896	1.87763801802578	2.22969710314025	4.24339607033183
GM23916	0	0	0	0	0
CHMP3	243.180771056013	244.617448456359	233.023087998679	247.110583241554	239.969647862574
GHRL	1.34449000399344	1.00774111505935	1.4010038054525	0.487092155958112	0.728696226020114
CCL21C	0	0	0	0	0
CCL21A	0	0	0	0	0
CCL21B	0	0	0	0	0
GM10591	0	0	0	0	0
FUNDC2	228.450516638296	226.46695602445	232.112058416391	238.293982506924	217.438605370962
RPL36	598.487075089494	572.865444695783	496.330210533849	593.294623699459	513.694803486401
GPR88	3.65315038499094	9.85049769463449	9.78805973679147	15.7166914123507	15.9123673815913
IGHV5-17	0	0	0	0	0
RAB40B	15.839175361088	9.83884236803215	9.4116450638488	9.83107061612031	6.27014037663804
SND1	715.198073501415	737.044750282986	781.200677541448	826.641923551153	827.878179577694
NOTCH1	312.167897602277	284.520382101277	263.21244193372	280.483896886342	268.254175162102
TPPP	3.91771072572597	3.5282733609098	5.08070819807539	5.43542192303582	7.85235482062659
LZIC	164.446408222645	173.037434991856	164.190515874157	171.265314691635	175.361885610808
ACSBG1	0.523268917274482	0.475880946630069	1.00725620746496	0.64469978086564	0.0991911467518447
HBB-BS	240.146918225453	469.07167385871	447.041281147816	360.809001836746	406.882052565712
SLC16A13	47.5392971809577	46.04146094975	46.7825389405905	53.4162888787195	51.6404090983816
GM42906	0	0	0	0.0221050692613731	0
RB1	117.395128718543	109.838359441203	100.563715285798	104.335070166454	97.4818549735286
RUNX3	96.2381481146409	115.742228180147	129.071269947739	100.775815265585	71.4544530844508
TUSC2	78.573613591187	78.1193068280942	70.9236131008016	83.0732450828144	78.2557841464139
LRRC42	308.774380378962	313.636898319149	291.64700221005	320.166372746256	352.441514850336
RPS21	824.789440037652	786.733596520046	697.475026972649	776.235999685039	811.199532826431
CD3G	0.835538242769504	0.397825801983204	0.17862602992059	0.426526871146248	0.474688902586216
ARAP1	121.977342447702	118.007839596296	121.17927376217	131.199141329355	85.1964917986209
STFA3	0.399932349450899	0.58205214951749	0.141219112328343	0.286757804113035	0.272183721441627
PFN3	0	0.210812256658086	0.0436391569250059	0.101481265683577	0.0281720727672004
STFA2L1	0	0.250435618721229	0.241540188353538	0.0435694118774889	0
IGHV4-1	0	0	0	0	0
CSTDC4	0	0.0653439371738074	0.289848226024246	0	0
LSM5	119.106474348726	125.379278305084	116.350840821862	120.492732822739	129.977363512371
S100A4	1.94343794256634	0.830880430774387	0.81749531577186	1.92949927229406	1.03664203630416
SMAD6	181.595475740429	187.238426646909	153.052458811678	182.011980825186	160.25519907618
FGF1	5.57202048894974	6.04782707786841	5.0202526473375	5.2716507263054	6.61212236926816
FAM102A	191.474031027159	172.54006831806	189.134210136974	175.877478041277	181.390622719815
STFA1	0.0707991834472846	0.562772130971699	0.791984282949913	0.10775369538924	0.271332692464013
IGHV5-9	0	0	0	0	0
NDUFA1	79.6167539327556	77.7190091448415	67.559261119006	75.1885425071249	80.8033003240106
4921524J17RIK	92.4415230670682	111.502818683223	113.750535427341	101.384441062631	102.153334528825
MYH6	0.451040697117611	0.358537191871935	0.71351688509976	0.752576067230189	0.940188310768885
PTPN6	21.0247884490676	13.4165006596872	11.3685564903415	11.9620408412922	8.89544390818152
NCKAP5L	261.71850985834	260.044652680523	268.452746536718	283.386317188323	274.81771266634
ITPK1	58.6310455739908	50.0717571777128	48.208931120912	52.1346507432597	55.8324253902218
RNF25	147.619444734212	143.713860153046	137.523283678613	138.992216256482	143.885707604246
STFA2	0	0.0319768203190972	0.0885595801261895	0	0.089078618327262
C1QTNF12	68.3150318108248	53.5305318955341	55.5920078948466	57.2472248609556	52.6304453125794
GM29394	0.742093625802054	1.19862200618847	0.904873044594663	0.494795994340389	0.700599202129122
IGHV5-4	0	0	0	0	0
RPS29	1049.8910403105	945.688173043894	815.644481353141	924.744215111734	950.167556104196
OMA1	39.8532414486256	39.9819084707575	35.7116943914184	37.1079021695531	37.8888589557092
ANAPC15-PS	0.216276230529811	0.267524210699884	0.257575460707014	0.167924820801687	0.0610728108610584
NDUFAF8	24.5173017607115	21.9260654373315	21.3475487433056	22.802947863421	22.0108107528993
COL1A1	2473.56579378036	1873.94922517943	2118.53442496575	2060.25612043166	1470.31632265816
WFDC2	32.9418889534729	28.2605529383259	24.3049558007946	26.7764363949884	34.0917577941399
GDF9	4.34556858494197	2.05584535829203	2.37977159558185	3.00881278895951	2.23632979049142
SDHA	648.528298173814	648.142667406782	646.203551612153	669.652002436117	671.619732848999
UBE2G2	178.443099916546	161.983509926699	154.280906407992	172.92785257637	176.522251940239
TMOD1	2.63801910826785	2.73818672958126	2.59698603456419	2.59089105102531	2.04234105371878
HIST1H4N	0	0.0314562674301817	0	0.11412643378058	0
GM42791	0.270787007240015	0.427437509095054	0.325195570661349	0.0975917398211398	0.298122258971831
PEMT	6.10895945301636	4.15973326782818	4.03893096617395	4.87046681225206	5.24221338802327
IL15	1.54508991229091	2.96654130464658	4.131547859149	2.34023392275055	2.3599155270525
UQCR10	134.076011255251	132.75484436717	118.473892278149	143.434589637066	141.719588048013
MTCH1	795.179626007524	773.632234327858	760.789543418227	879.24787688658	822.258222090827
GM5039	0	0	0.0459759255072941	0	0
GM2056	0	0	0	0	0
GM8332	0	0	0	0	0
GM2075	0	0	0	0	0
GM2035	0	0	0	0	0
GM6803	0	0	0	0	0
PARVB	130.586961419408	84.9265375168872	79.4822807814925	94.0501679449185	84.7889667902447
ACHE	5.79352813773326	5.26468099500681	5.12941277241994	6.81005808933894	5.02478468014693
FCHSD1	59.8120867746322	54.9913623324809	56.5773330587642	52.8834172865361	52.2587668377813
NDUFA7	207.086678068753	202.204521110797	177.591753034558	202.254240619545	203.642854668245
MRPL18	172.495244627042	167.369232527068	171.495148184681	173.201478413805	194.527305446568
TMEM168	178.664681726002	196.102941659049	190.784065627952	187.347366154973	176.583657652722
PRKAR1B	48.7121661969206	59.8150015968175	55.8284103177157	51.6851786550592	45.9586820713145
NDUFA5	98.4269216439864	97.3801653963995	100.158139632867	106.106456211097	99.7956070594499
NUDT3	498.628622572464	481.190033598934	464.968937354295	489.369518507008	492.988905264791
HSCB	26.0753153857378	26.1416354812545	26.4277187542435	27.3429565689526	28.4880515574995
GM5269	0	0.0831455234063918	0.085831203072436	0.101558161606995	0.0323647785821644
BCL2A1C	0	0	0	0	0
COLQ	0.604858173572145	0.788695236457475	1.27249864803754	1.17474480613393	0.650625524483082
GM2000	32.1197374100788	18.1691471605509	27.7460367113601	37.0312294368548	22.9404157336448
SCAP	226.122585443787	196.859424684971	202.875054530323	214.561542278263	220.916906929317
SRXN1	17.3590748265308	29.9405829491117	34.1374369606135	31.8994273619824	21.9848716172499
GDPD5	51.5794846935627	52.7369937712786	57.3629445573068	66.5264716323903	49.562949749198
BNIP3	184.542288878019	200.914633186044	203.507342140912	192.301529076958	188.491322826171
MID1IP1	32.8942951644878	33.8102559520037	35.663184188004	46.7524809302143	44.4755866809521
RPS26	1469.46040702444	1403.60693335381	1292.24101106018	1440.21470697402	1437.10207268098
TMEM94	282.395848655324	261.577718050261	245.513834000988	255.373970413872	275.534333199172
BLCAP	178.979779126049	146.912222951609	153.433210749421	152.633089869916	148.79057677612
EFCAB7	39.2123978734931	41.9530328759505	42.8473122583883	41.8690768732466	35.4279324259059
PDRG1	122.523720000358	122.789689614948	122.500561794302	122.088285587753	119.042236247953
TMEM140	2.23035701133785	1.61529207784904	1.2643264114707	1.81441114689934	1.13974357756408
RPS17	1006.53836365877	1001.59926835294	894.486652492034	971.597944958851	1016.58935680971
KAT2B	94.7282836344593	99.8601513445566	99.1983989398359	87.8629754470536	100.683657934114
NDUFB8	215.188881523509	220.594486284022	196.523525538708	240.206722391879	244.967449173027
NKAIN4	1.46989520359267	3.43061819697173	3.60872415514255	4.22214168822068	2.77224082851758
ATOH7	0	0.21897302743735	0.0430979809476128	0	0.0259183069458243
PBK	224.304338375894	244.762862573191	235.328502412581	223.567002095106	287.665138717897
MSANTD2	209.013397059713	191.29735524829	175.497751019578	167.119999571455	179.983347242471
PLAGL1	1205.1168172671	1568.02095822006	1478.67987657586	1374.34936642847	1212.41259013148
IGLC3	0	0	0	0	0
TPRN	28.8767449839255	23.5467717010438	24.3551217228274	24.6491371612428	24.8306999957834
BSDC1	179.471678318706	173.683375287904	177.276165245569	172.150709258869	158.666596505862
IGLC1	0	0.0514291732065124	0.0427182630538012	0	0
UQCRQ	120.831876325981	115.033540485113	104.63567844751	125.177342180169	132.013925843116
MICOS10	194.458313669414	181.199502255122	166.088549183076	180.469097226469	197.661530777966
RPLP2	1236.82546505659	1067.47397257705	1014.61148240561	1100.71727722269	1132.06506537612
RHCG	0.0647572400021115	0.197273853732189	0.127313510457937	0.277168362246327	0.0255213088087986
CBL	503.854817926416	541.988668044704	566.497898330718	460.083738448067	475.275107741067
CLPS	0	0	0	0	0
TMEM45A	47.714652314834	50.4212671253561	48.6099159648754	55.7151781602498	51.8674081049335
DYNLT3	59.9879584254946	68.9150145198978	66.0685343249873	61.7608680800007	58.201740827866
LASP1	756.340946023451	821.870827996209	883.87419259552	867.701979293211	787.219596203076
EPHX4	1.18785494172968	2.44724780165363	3.18845670000971	3.43269479617942	2.48366301472382
BRIX1	230.436523935998	250.920649369706	250.676740902594	252.526810849067	254.752990565516
IGHV11-2	0	0	0	0	0
MCEE	32.9571945832103	35.3809512562738	31.8988760949505	33.296856765485	29.2788133023699
ZFAND2A	93.3664945506055	89.3638160615243	85.5518089436009	91.8295198201588	91.5398275047275
RGS10	12.263493934498	11.3310467817044	15.9024739472219	21.8724291599038	13.2917237908226
SYP	3.81590260729132	3.57850187465615	2.80530373612304	3.37554074292589	3.10741574280558
MYDGF	143.911594414419	137.317748442659	133.07676124027	147.813367867139	137.947465607208
GM1673	47.9546938538301	50.6163020704947	41.8116097045506	44.4561819083618	50.5145958134641
SYCE3	0	0	0	0	0
ROMO1	85.1499676066096	82.2639839083546	76.4745615521193	95.5837265558095	91.8375439791776
LYRM2	72.6203111209602	71.43239034643	73.8470674945935	72.3354633196753	64.8631362234791
SMAD3	661.998352730514	603.74090625173	611.127564207798	612.167861081026	599.390265815731
RIMKLB	459.105117166934	561.483350827902	579.72335933191	462.949290835413	551.027611168536
CSTA2	0	0.0501048168149284	0.0387695514312284	0.188969549010618	0.120175854603429
NOP14	168.068316841081	162.62787838361	173.019498932065	165.730476146625	165.212037756055
NDUFA4	349.227581204945	354.798618295062	367.398752453675	397.916806387254	372.804416667533
OLR1	0.229677962763496	0.231217008461165	0.0386038695875052	0	0.0962506294858072
EAR14	0	0	0	0	0
ARL9	0.941754800404627	1.57758973838953	1.65044668250472	0.792893830047233	0.808957314693466
DRC1	0.646234802193107	0.415940525130846	0.740799778980827	0.331677798082001	0.274135938850065
NAA38	49.0882256496399	52.3348288927149	44.6222944423263	57.6613307438215	55.5656256078612
BET1	177.134817097908	177.991065822961	164.675419526823	165.358329755302	165.592098705435
GTF3C3	223.679275475378	249.911532831676	251.541333839459	239.593287262681	228.709157351833
GM28079	0	0	0	0	0
MYL2	0.15708099087561	0.563312037501169	0.704535880472421	0.128576135195089	0.188274777577821
TPST2	64.251047485129	59.6226620524466	55.6549424171782	70.8510838213319	66.6449819758046
UBASH3B	53.8893034884018	55.5883881315067	56.9434645219087	51.797164322065	50.2203825294699
BGLAP2	0	0	0	0	0
CAV1	218.19233737338	144.45286935042	127.483027675259	144.392074899184	128.910209650709
MRGPRB1	0	0	0	0	0
RIN2	400.435432790133	370.269719176541	365.106061139672	388.624403968956	363.553248851041
MKNK2	537.837574989961	477.37721143275	457.064374647263	517.318078612199	529.911990502098
VPS35	494.112026858532	501.221674084375	500.91429952102	505.407725280638	485.118632217851
ENTPD1	125.898137842347	49.2269118526734	40.4659243625584	43.6568084251065	38.0334808645964
LAMB2	320.285025959332	303.51713064007	286.173642350712	286.133578546986	260.64592225773
DECR2	95.6408154601525	93.2069940113069	94.7743448635234	94.858130769192	87.1099834682603
WDR34	91.4947273291777	80.9225897129354	78.4019466087114	81.4550815243554	83.39081673932
BLOC1S1	28.4861742286352	25.1799728799238	25.0800567906807	29.9970838226233	26.6749570235453
RPS27L	178.814261080497	175.279457583427	165.11167111271	172.291702893754	194.463043339834
UQCC2	99.5497137226019	103.618004161904	93.7439661858621	110.077143244898	110.197374901854
RPS12	1634.31815182001	1518.64039304574	1322.40176610952	1553.73713172498	1566.34977047265
NAA20	151.062736079046	159.152137828287	154.496731594286	149.694400987436	154.310281108264
CAPZA1	302.289393610863	329.210552644298	311.347493324072	307.067953795603	312.785621813488
INS2	0	0	0	0.0377358504545616	0
SLC40A1	65.7540393602192	47.7727876381917	35.9709689076724	47.6336897696615	71.8275116459705
RFXAP	83.0863292927408	84.2241505287467	78.8941114848801	84.2522217857201	89.5717492814239
CERCAM	58.7248410405157	53.9276011647152	48.5710318087235	55.9677995181763	50.9770695072801
ALOX5AP	9.88736265103614	7.44673486457979	7.04371055370324	7.44682697204307	8.64367963631537
FABP6	0	0	0	0	0
TSPO2	0.123566007018643	0.736315681415508	1.04594650430737	0.639701664200013	0.453066915921768
MAEA	376.252341884603	362.555571232484	363.6701442836	377.561201268303	387.812042972508
PEX13	174.372882135699	181.84526625025	189.513743980264	179.658769326147	176.223072623845
CAR9	5.62572192183604	4.3019193911772	3.2983432715262	3.6270607997263	3.82458888639098
MEPCE	245.816049198601	219.584551677978	201.021285839477	221.910273454584	226.25152209723
GUK1	92.7728596912101	94.2841461922419	93.5780057489883	101.592550630812	98.8841662432461
H2BL1	0	0.0933376306313485	0	0	0
LIN28A	0.831714228792042	1.3015291928566	0.833944585667032	0.818383602575825	0.976265459248654
MGST2	0.997819664412331	0.973857158104396	0.704461584048163	1.00728835699722	0.653980175904741
RRP9	73.3020558035982	70.2061284829668	65.2072979059227	76.2865365284806	76.2149446934432
FAM117A	111.49688068673	108.800978932544	116.983713060493	121.064808310897	120.648316241463
DDRGK1	89.8990226708382	86.6550321949133	81.0060060991506	84.4684953873742	89.4961368219495
NPAS2	1.61488503034908	2.64943632202401	4.46929625542424	3.99986773879281	1.59974045482518
QPRT	1.84158672184051	0.778656455555417	0.596340145464316	0.606149058264846	0.637443824142158
SMN1	120.651077372104	117.590584505143	117.25172732754	124.978421704723	124.951894270842
SMDT1	127.674501143982	119.172390976025	115.757905298057	129.356881569623	115.441377154363
PTPRN	0.25072653529694	0.810476199471586	0.615304549155183	0.4702086934371	0.567891950869812
SGF29	63.0359051986803	58.7465962848519	53.8093565032773	62.1131305314065	67.564385039878
RASAL1	0.0315959102214333	0.153962278236209	0.0798110758289125	0.0185573420959675	0.0719952970717342
APMAP	64.6146340826712	66.2380046661057	67.8038547139431	70.1093557372193	63.8059424774771
COX7C	199.804546292987	174.461124960261	163.305211338761	180.092012087831	193.425298507228
CPD	410.428136550511	456.599837598812	484.22996355272	436.716691707625	407.523085514059
RELT	17.5725655398713	15.9804919928722	15.052251752966	16.1256449431412	18.9854910325756
RBM17	369.888513058859	361.178522629001	355.041912330205	380.656123909944	373.207839169252
P3H2	47.7998959257956	36.8002551138969	36.0639450376159	34.9912654126799	33.3236652742571
LRRC41	307.068633272724	302.995782645942	312.72875627483	335.805802080566	307.115051580795
ETV5	289.347391630319	308.910953612823	310.711832194316	302.016385386109	328.510978601773
FGF22	0	0.110643721840312	0	0.0368869867429048	0
BET1L	60.2611561273324	59.1633660154662	57.2527239104671	60.3345402832345	58.3070742219054
