data$Gene	bud_OF	bud_OH	eOFC2	eOFC3	eOFC4	eOHC1	eOHC2	eOHC3	eOHC4	eOHC5	lOFC2	lOFC3	lOFC4	lOHC1	lOHC2	lOHC3	lOHC4	lOHC5
HSPA9	376.8515306	421.3154304	137.2938079	146.5159873	132.7826589	144.7872724	170.7824359	198.2506564	158.5737005	157.2050267	178.3502796	200.1630801	204.2202514	154.3104589	198.2701232	210.2771294	191.8136389	181.6778891
HSPB11	81.57995577	84.45295605	53.60042966	45.14115883	37.88566917	45.10323174	47.31032185	52.87078983	44.20444583	44.18515352	47.36388657	34.99562492	46.61392077	43.98627592	39.46333505	45.86581377	36.81695156	52.19299863
HSPB3	4.831985418	2.582587861	8.400954543	18.25083315	14.15736583	25.52410938	14.45056738	12.83017139	15.52969247	12.79409536	32.11638408	43.15918299	25.29732197	22.04490639	17.38622356	25.00646728	13.37711263	22.08135054
HSPB7	0.411962656	2.456087012	4.235782011	3.090770388	3.86183125	12.4284621	9.195049982	6.097195494	8.672700562	5.782344082	15.1425517	18.83750014	13.3396141	3.10475603	14.55302577	19.36000296	6.584320428	4.628195482
HSPBAP1	19.10813225	16.09916261	16.35948029	16.54813129	14.73036359	13.5599505	14.70756632	13.44179598	15.6201517	15.27990282	17.55287591	18.34341489	16.89097818	13.52322887	13.46764484	14.08125127	16.40683222	14.8138609
HSPD1	876.4429348	963.3980502	215.5142199	227.759921	215.0081924	224.6770587	284.3146547	316.6806429	262.6859437	244.6663008	294.2948591	294.8307019	305.9049068	248.1093258	300.6220078	318.0634945	289.7147177	312.6826482
HSPE1	3363.401979	4318.656718	1299.92813	1405.550706	1210.716677	1153.457107	1352.190992	1272.1883	1376.962684	1282.113434	1359.622615	1061.475509	1070.764267	1336.758291	1072.69618	1240.084542	1274.881807	1371.677376
HSPH1	104.0550474	102.3665216	13.68723386	21.10333623	15.75797189	20.93418026	20.62057863	24.23792128	23.38040248	17.09443532	14.74013423	17.84842681	15.87335477	13.22465388	17.47145095	20.91524613	16.65326061	17.16213199
HTATIP2	36.14339211	41.47068099	71.00443807	53.25007518	58.89215966	57.02112728	39.22146273	50.50664077	52.88586444	76.61291769	90.18785886	67.30195401	80.08921284	130.5940442	75.48666883	75.41797471	70.76049203	157.4687911
HTATSF1	76.90707931	59.44624834	18.6121306	19.1313694	18.19809793	24.03752868	26.1483422	41.34758549	33.46775499	27.36347336	38.69460899	48.14036577	45.5632907	30.15097417	39.91925622	41.29197225	32.00135634	33.15670175
HTD2	192.9399094	218.9292761	174.3946911	170.5264164	145.2138531	124.6125863	144.1419363	153.1946546	174.3249853	151.5418872	174.4557774	165.4061794	162.118919	157.5324095	171.369502	179.6849918	154.2318237	189.9914622
HTR1B	17.70196116	15.86296764	195.4532801	193.4389677	138.7272592	154.3781097	174.3519246	193.6294654	142.9268014	404.1238974	206.7241518	189.7795007	187.1009756	236.3034935	157.9708523	230.0141217	64.13163932	551.1800004
HTR1E	0.552264601	0.210666208	0.2807473	0	0	0.716812136	0.139340537	0	0.134362723	2.264604972	0.319788484	0.47812728	0.733041524	1.121848135	1.098628976	0.237689888	0	0.915542179
HTR1F	0	0.375822767	0.88962197	1.369251394	1.038647095	1.380214405	1.273500485	1.343684121	0.920295125	1.554068124	0.167377032	0.500930907	0.457910431	0.532503658	1.447294934	0.378878977	0.517121586	1.593779133
HTR2A	0	0	0	0.23901587	0.346145784	0.685995965	0.125009646	0.337468125	0.135744135	0	0.926785306	0.784557801	0.967000061	0.629304776	0.326351505	0.963630081	1.675673736	0.365295424
HTR2B	1.362979581	0.442777479	1.956224976	2.05388099	3.130429476	2.371589162	3.266262637	1.458147274	1.286637688	1.256533479	4.905531413	5.431923602	4.559622509	1.319555618	1.523500295	2.619088525	1.922094868	4.2249527
HTR2C	0	0.023226485	0.675362152	0.727541325	0.615751672	0.984234567	1.343177266	1.068392033	0.777044544	0.362104941	0.492551712	1.538374705	1.050804692	0.251911674	0.393398363	0.713316547	0.812598584	0.417584643
HTR4	2.557222875	0.335918291	0.53590623	1.049630383	1.316990623	0.986063803	1.336583615	1.969804094	0.459989547	0.74338474	0.297069498	1.296933544	1.083631132	0.088162434	0.567952183	1.422075912	0.702824516	0.277946438
HTR5A	0.720345131	0.137391005	0.3728245	0.377309333	1.639041133	1.342438553	0.560836693	0.481631261	1.07142528	0.979673254	2.683215226	2.693669254	2.860113301	0.182910022	1.462588865	1.211151645	0.418574647	1.029219674
HTR7	2.735735229	4.45746964	4.286644541	7.906784716	26.62106397	9.198053873	9.221331887	16.52057796	28.65633609	44.00170546	18.62172776	11.31534373	28.90010152	16.60132792	21.06053567	14.61302969	8.856508491	25.72671022
HTRA1	2.576324231	2.660603921	14.5082944	16.17182268	14.07476475	51.0073873	35.60299113	25.87908676	37.28677969	16.27060591	49.05712448	39.4580322	51.81796058	41.70010083	45.06541074	47.82626592	62.8323174	42.92194964
HTRA2	87.69520748	105.1876858	233.5435987	221.9912837	248.8305146	211.5403325	182.7728616	170.1078109	177.9302924	235.4844385	174.1046213	161.7602642	177.4554368	214.9401145	153.9162455	155.7663938	173.8105606	170.0280933
HTRA3	19.48326033	31.21260592	17.54549626	16.87701615	14.59836932	32.70457765	44.24449449	40.71045603	39.3546528	108.2677273	53.9545663	56.54268291	60.02285133	68.56000286	246.1322008	123.7115739	156.2759621	85.14497335
HTT	8.436560733	5.139111234	7.513768841	6.204977346	6.503895676	8.030759044	7.784450081	8.916105095	7.733118021	7.355922815	6.566415439	7.414351566	8.716998383	4.272526221	7.128594407	5.851966512	6.499835784	6.30058624
HUNK	94.75801088	55.8619602	36.42696204	87.88739724	69.96807342	81.93466774	64.7511538	53.90522383	46.56920962	41.59896704	73.80489813	85.2875334	95.8330818	34.8977632	44.80473325	36.47598705	37.82192088	32.7844977
HVCN1	19.94374845	14.94409411	23.21295165	21.58016726	25.75344002	26.44730867	21.76059978	24.68239124	25.16154053	26.29201671	22.00496514	25.37109478	23.09091522	28.37934634	24.43955805	22.79686185	24.28849157	28.00278302
HYAL1	14.35947935	20.49233578	48.26196388	37.09944396	44.89669799	45.02618688	36.58603902	37.16648311	30.9342248	39.93289114	54.24344333	59.3433246	55.90516241	71.44796793	61.21310986	57.35587547	72.25843545	51.72296379
HYAL3	3.894918251	5.309599073	9.584164592	8.406410342	11.74939789	9.950497853	10.10101225	9.83471404	8.860763732	8.510632636	9.698071755	9.199322582	10.23219177	6.785132643	8.418305974	7.63893162	8.154455202	7.223862195
HYAL4	0	0	0	0.298562909	0.1585774	0	0	0	0	0.17192436	0	0	0	0	0	0	0	0
HYI	97.57268339	98.18443399	237.6377514	213.3159908	247.5409477	219.3983596	195.4809721	183.6226126	187.7066573	223.8470007	169.0003019	171.133108	150.6195671	194.1507795	166.8877416	176.9375238	165.7267573	159.8326485
HYKK	11.28364822	18.00904167	7.712076067	8.752722533	9.424831191	10.75218204	9.813886819	12.91483857	12.99080042	11.91890236	10.69543859	8.819864662	7.706554525	9.653195012	8.818389481	10.41192453	9.195377172	9.722499094
HYLS1	12.52062909	16.25054749	11.77745182	14.46493856	10.43054358	10.50782986	16.91161102	12.46742378	11.71841035	11.71697986	10.61591381	10.88962308	8.625327272	11.13481297	12.0365561	12.30399022	12.22409296	8.877277652
HYOU1	62.86345199	62.50544906	56.98568114	62.51279496	59.09688226	58.83636136	77.44329703	81.03776788	69.14219078	64.94106831	69.98434984	72.85803207	75.49867042	60.91350527	76.02195229	79.72944044	74.85074786	73.22063886
IAH1	173.8331822	202.8730672	117.4017374	128.3945534	105.7509494	109.4975221	128.8049023	129.0984784	141.5588596	121.5782252	86.12562367	85.926012	81.54695989	87.90134468	89.20418757	97.31640908	87.64610041	87.52122078
IAPP	0	0	0	0.149095362	0	0	0	0	0	0	0	0	0.304885534	0	0	0	0	0.162680185
IARS1	75.23677497	67.8924367	32.14276965	32.61094682	32.31034175	30.80198892	37.34054115	42.75801572	38.08152951	36.70335627	42.19516295	43.46781297	47.0974248	34.74519098	44.26199096	47.77102415	46.31731898	44.9270136
IARS2	83.48250566	81.1391851	96.06645758	102.4992653	86.08097195	81.61140817	88.12565631	91.63778969	83.45618016	85.90085898	97.71830143	100.7314123	102.0382346	77.20572263	83.37584335	85.15546018	83.68219198	92.86962967
IBTK	28.11568746	18.64763567	19.46485314	19.53550574	18.28339422	21.34189273	27.67389168	26.63919782	23.37743743	21.56346429	25.76572636	35.12420727	33.36953339	17.62768246	30.19633141	30.78154436	27.65186246	24.36722271
ICA1	60.42524418	37.3993823	38.10049209	31.69359693	27.93577435	29.73808124	37.60940262	46.24186641	37.94911851	25.38307807	41.43265782	37.86696993	39.93001664	34.70289519	40.96992021	46.86996983	46.22013536	39.59941582
ICE1	35.32402486	25.91037985	17.21757029	18.20251403	16.65084843	16.22103205	21.70266801	25.70477862	19.98532766	18.73026894	20.89351106	29.40321686	29.27994403	15.13596387	23.03827447	24.20047571	21.65286266	20.75792941
ICE2	11.65242941	5.698903554	11.27029687	11.68401926	10.99596346	11.22125244	12.18635302	13.58316204	13.34834784	11.42159931	13.19767749	15.94293894	14.97960046	11.23929335	14.59536626	14.16723753	17.97602494	13.33399143
ICMT	77.74076136	60.84537005	52.54307013	59.62532602	51.00388274	60.89644233	67.9382992	79.3704336	66.93628212	72.41963707	69.46715322	89.01373893	79.62168594	50.01829311	88.03672509	76.24034558	79.38313144	68.60622776
ID2	292.8615074	86.31442639	639.1566037	643.8173304	605.1112453	811.6377275	783.1182711	610.7493503	520.8627116	492.0109603	487.6272741	457.1324604	451.2485518	391.8070362	514.9171273	501.1864585	466.020273	456.2625251
IDE	22.87742931	10.67773375	7.286643986	8.229236861	7.850683575	9.418418355	12.93355506	15.10974649	11.13895985	8.773425415	15.32237597	22.79602561	21.46939333	10.15420091	19.30473981	18.7089475	18.64138744	15.13698177
IDH1	70.37437877	66.57615128	123.9491547	125.2572392	116.0992182	116.6442548	129.346741	153.9662844	136.487493	89.81751678	119.7299335	119.539158	118.0478235	105.7416299	116.9531773	123.699938	143.4400489	119.2712028
IDH2	210.308265	255.8451954	342.6225318	339.4763445	363.7026976	364.9485261	334.1918117	315.5840795	331.8540216	389.5133442	351.3106657	331.3677253	334.840962	375.3346569	330.5043285	319.2118306	325.9131732	340.4269163
IDH3A	77.92547082	55.36290164	31.48787985	36.99539554	32.33776611	47.03870214	56.78615175	52.11915919	38.34447821	43.07670794	52.54961295	61.87346994	67.71204067	39.35586292	56.36135786	56.22009613	48.49523918	54.45218715
IDH3B	70.24565139	96.1201458	115.2040958	114.7866888	129.1690638	125.6428842	118.0501342	123.4046127	110.3107053	126.1663062	217.8275316	231.0285856	219.3120845	180.1699843	203.1965772	197.7418404	190.9948311	191.0521637
IDUA	7.958001828	4.727954522	1.275356497	1.682203824	2.127078253	2.131903119	2.501325465	2.703663157	2.038342452	2.189304877	5.139344465	7.238801597	5.913530422	3.541210917	8.492898732	6.484425079	7.355685118	6.349784639
IFFO1	36.8529172	48.04032512	102.8261811	97.57426485	99.52065143	83.94602492	79.88258619	89.77850116	89.04157418	97.2947057	84.41694457	88.59677495	87.5775616	70.30425514	74.92235111	71.78138901	87.90763669	72.23941475
IFIH1	0.507993676	0.81595076	1.649350595	1.241067668	1.348666173	2.020859318	2.240118945	1.802346658	1.947221502	1.15587027	2.316733909	1.832189636	2.063903934	2.250388163	1.859288177	2.345447498	2.145084739	2.14279342
IFITM10	28.28367752	22.78515609	18.40457132	24.15516194	15.25034196	10.07811496	17.01266511	16.46819392	18.97794092	10.53546442	5.252050084	7.992350902	3.371300299	4.323361724	7.214091263	10.43030987	11.87212537	3.470139412
IFITM5	0	0	4.782052901	5.406095825	0.59204295	6.739452863	173.4464262	74.63893179	64.37489362	3.80146904	3.378939001	18.13685616	4.253214456	8.24058694	129.3407108	168.2954278	255.4036361	3.079255912
IFNAR1	22.44618812	17.10702109	13.82304858	17.46303927	16.33633414	19.96997445	26.07556397	24.82208514	24.8907974	20.72965251	21.76998145	28.79494527	35.82143998	19.86781526	31.94034833	33.25402172	30.41159454	26.29942326
IFNG	0	0	0	0	0	0	0	0	0	0	0	0.369159926	0.69486964	0	0	0	0.38933616	0
IFNGR2	24.61048474	16.71941528	23.31536173	18.8937433	18.41851032	24.75004446	28.76619216	30.18217446	28.27825617	27.33467988	30.28151224	37.36326089	35.65925394	38.41139888	42.38252345	41.858065	38.81638018	44.87657127
IFNLR1	0.309480395	0.323249784	1.428964389	1.545606794	0.914927833	0.700252155	0.81308313	1.590664519	1.038262732	0.597799881	1.103318776	1.73317897	1.786290641	1.130562353	1.39977774	0.875481515	0.523776566	0.752950668
IFRD1	135.0462946	126.2661613	105.9872544	116.1377726	91.68719263	95.81543732	121.2793052	116.4082854	120.1770947	87.6811535	106.1987427	111.0946803	110.0345842	84.58227579	103.4765728	106.5913507	112.3117579	105.9938322
IFRD2	20.20714513	23.534993	47.55108553	42.63368782	40.77248533	38.79543073	37.24872503	36.42334333	38.63816477	39.48817982	37.85812178	35.99078627	33.45728597	34.96804594	35.49066831	31.24487272	36.52203273	38.50314112
IFT122	30.99249115	28.21702711	17.24962347	16.56696653	15.81417595	14.94202575	16.33811679	18.78430989	17.40083058	15.2902416	16.19266965	15.21028673	16.64049146	11.39948534	15.00039309	13.79118652	14.03217948	17.01595011
IFT140	17.6478785	18.07192429	25.34564907	22.8561654	20.80435301	18.39599738	18.55924084	18.46634932	14.15479112	16.3149048	15.30683243	16.13418709	17.16183268	13.92445131	15.64509128	13.56377738	14.21012743	13.95141771
IFT172	18.26426096	18.1999775	32.27715635	29.40357177	32.78755581	32.61817633	29.87915502	31.34592081	31.97132051	36.29617534	30.19557004	32.57089326	32.88840337	29.71734797	26.5731669	23.91336456	29.10253954	29.04424405
IFT20	33.09062214	38.9700486	41.43213115	51.25420926	43.69444815	40.94227334	59.93787676	57.68389482	55.61147101	49.05988723	66.7028883	54.41863186	57.36699476	62.26571654	68.3712497	54.3671133	80.65368656	60.36074483
IFT27	78.42766534	68.21205289	35.76967296	47.18143756	52.27881038	43.34861789	58.3195384	56.81932453	55.07361325	65.29180395	58.56701006	80.33310583	76.61951987	67.88817775	72.93064208	62.88996056	70.00729317	70.44990238
IFT43	10.8679768	10.22938588	16.3354622	21.667026	22.06529918	20.64140116	18.83241401	14.01119994	19.81458077	24.68514729	18.77108345	12.57720639	14.45699174	18.79113767	18.39533799	17.36487101	15.68500206	19.18357309
IFT46	56.44214038	64.08996678	180.3350219	179.5084921	151.6816626	179.6656942	157.0071561	141.1528647	147.5949219	164.2038852	206.5430043	192.9222161	194.5088426	168.4155838	157.4447792	162.217294	163.0315548	172.7071866
IFT52	142.9291418	146.7560472	64.80061236	69.41391601	65.42405708	63.39776559	69.23502889	72.22381089	69.25000567	64.63371749	104.0457342	105.716053	98.77990767	75.98191163	79.1038356	85.8473599	70.70507871	80.69120049
IFT57	24.57402346	24.81994264	15.08102822	16.74018584	17.47814915	18.66810234	19.18069197	19.13539283	18.5101031	19.93342009	17.50343475	18.98752141	18.71808492	14.2909208	20.05254964	14.70347239	16.21472057	19.61718041
IFT74	44.30308168	35.59048048	14.2696108	12.0118978	12.40561601	12.05810979	15.33158429	15.97781925	14.07749103	10.59601182	24.13864802	25.22611337	23.21026262	18.57502402	25.7165499	25.29955944	24.12465424	19.21773763
IFT80	28.88239064	18.09044439	22.67944433	21.03646674	15.98633628	17.11826029	18.31749806	23.58575608	21.19237238	17.74274943	18.31110025	24.43749744	25.08151106	12.96057597	21.72343279	20.514119	21.40917762	20.9598036
IFT81	46.17443907	45.69118649	28.768633	30.56535116	28.75535041	31.41667715	34.44769085	37.3996709	32.05571244	33.72042917	35.98731006	37.26401822	39.19311193	28.00663987	34.40309009	38.29347675	32.54213348	31.97329456
IFT88	25.58656773	25.86442604	22.27834578	25.39466882	19.28858268	18.58397596	20.44231174	22.16504996	24.47158606	19.99441397	22.85696341	25.65056853	22.32853321	14.5977623	18.84954292	22.99320127	22.25084476	20.09063681
IFTAP	16.10246844	18.77997711	34.48832245	32.2448777	28.23503807	31.53755545	26.53132374	33.22162579	29.75136832	28.30257987	33.4074783	31.67391319	30.03115676	27.3833772	32.581594	33.12189794	23.62118802	33.65837968
IGDCC3	117.5816658	174.8720953	3.938550015	2.941664149	4.075683589	4.678072494	4.609700984	4.047364205	5.534946502	5.259028583	5.194260857	7.009713649	6.886129178	7.604695061	6.1241637	6.821017942	12.63391063	6.982083089
IGDCC4	8.760845758	4.516298506	2.114725846	1.761629053	1.911967193	1.970500243	1.666771467	3.061126987	2.42746438	4.344898115	2.180343725	3.186772212	4.648214052	1.336754472	2.075141186	1.677715082	0.802344568	2.010248323
IGF1	7.874865811	5.387797236	4.634770284	3.338073159	2.445247035	5.215929206	6.382458761	5.385280467	5.833304157	3.805144296	1.504593772	2.673198046	2.919637487	2.429426557	3.1251313	3.944022283	3.361041241	2.403416392
IGF1R	10.87685833	4.286614253	4.45115619	4.360004253	3.451658727	4.972647209	6.308567414	8.292344722	4.279538544	4.342227201	4.924388122	8.163727847	7.361668617	3.064282856	4.923019707	4.429305101	4.220823617	4.293093945
IGF2BP1	17.88401382	19.2902945	11.66113249	10.94589076	12.01364342	13.12904568	14.76762007	15.74587169	11.49512796	12.6706701	10.72832928	13.71481522	13.27204744	8.177908439	12.77899783	13.82513166	12.02878056	10.18912449
IGF2BP2	41.05066057	26.75696647	78.92702547	89.24285859	82.52840148	93.8666981	100.9915606	102.9702556	103.6042462	97.8077739	103.8400793	127.2506109	127.4527293	61.02929973	90.23396012	78.24574889	112.2216209	82.26362574
IGF2BP3	154.2100217	112.129383	34.42163649	38.34661282	31.89366735	38.18096131	46.58380821	57.52294784	45.02252353	40.39579532	45.96941374	57.80043092	62.8219588	29.66650645	49.71529953	51.27603022	47.27406187	50.09911766
IGF2R	8.887582625	4.939402269	5.034376576	5.357387421	5.115196487	6.06577705	7.30737695	9.358625086	6.634740488	6.521136913	7.805530971	10.09187942	8.388176042	5.32206465	8.340765921	6.780856768	6.414459254	6.391574587
IGFALS	0	0	0.266306087	0.167221205	0	0	0.835879283	0.569533973	0.655496807	0	1.612440835	2.816259901	0.728360855	0.178434247	1.779131227	1.05979351	0.8166644	0.090434016
IGFBP1	0.146437146	0.2071256	0	0.129209999	0	0.153570245	0.86900125	0.159528883	0.132104526	0	0	0.154488776	0.139133128	0	0	0	0	0
IGFBP2	57.13452575	68.52668864	123.0928572	102.8374996	169.4070929	86.91106997	83.11046912	141.5213406	110.2366478	104.7588777	230.4878943	222.6315071	321.72192	444.0361932	214.0607151	185.0409474	177.3302882	486.1271461
IGFBP5	10.21507582	3.514495322	20.99555045	28.19371593	41.15825933	69.6511339	71.60524992	59.34548756	44.89262829	57.82599542	115.6264056	219.7661787	168.5320597	159.2919006	196.977898	224.2360363	209.6076252	170.9881068
IGFBP7	15.72378875	15.81419651	27.43862313	33.98526199	33.29549261	51.52913914	60.33344871	55.62234807	68.71728201	66.04255454	95.08309828	107.2089274	128.8622537	291.0539141	151.9375469	142.3059085	222.8081606	181.6359419
IGFBPL1	0.312574356	0.371103916	0.594527281	0.137901254	0.293039082	0.916070664	1.524852403	0.51661972	0.14099048	1.240752468	0.505850171	0.164880397	0.458846191	0.73574121	0.76217801	0.150057684	0.499581622	0.993589289
IGHMBP2	4.191058709	3.786785053	15.43567094	17.06933228	14.49931039	15.52460761	15.11362148	17.37517384	16.22882275	16.27598148	18.71512087	24.8032866	23.35827696	11.14859399	15.01642638	15.26974157	17.8943616	14.58905681
IGHV6-1	0	0	0	0.162246631	0.156667166	0.175214373	0	0	0	0	0	0	0	0.157306126	0	0	0	0
IGSF10	0.952551332	0.405526263	1.264801284	3.545857036	3.689853231	5.918348391	4.808236865	3.511801154	4.668430573	1.787995768	2.364544903	6.007776196	3.508573697	3.290933509	4.364537549	3.289621075	7.382845912	3.263234192
IGSF11	3.305195325	1.265324049	8.688646498	8.779312252	9.296286382	20.57006706	13.34681512	14.49516857	15.6934746	18.69380046	24.08463123	20.60651471	18.35534773	14.65211477	12.24401158	11.58764256	24.0893905	10.56358928
IGSF3	25.05117707	25.4422983	19.43432413	16.46927461	25.47862781	15.39134415	20.59031037	34.76786961	18.88943213	20.82670718	29.91718426	44.12189287	44.04333055	14.59581138	43.8535623	38.20694291	20.73983296	21.93053142
IGSF6	7.56406186	4.196338009	8.395017562	6.195750327	5.561311567	6.384710427	8.662088391	8.997298207	8.698327754	9.88701187	11.40636194	15.49715861	12.40245683	12.33861459	11.54200904	9.476840147	9.036209118	12.7608047
IGSF9	18.57180189	17.18259137	28.77610768	25.96924629	27.67072507	26.20718066	25.21048591	21.53281318	21.08486104	28.45700812	23.47807983	25.00514136	25.42310834	17.86365714	22.67479135	20.4937365	15.88723511	16.74799173
IGSF9B	2.160684276	1.437630534	7.282271754	5.325463916	4.42928688	4.257273946	4.709768526	4.731043566	4.994845641	4.50885028	3.461414786	3.314055193	2.410616982	2.282422376	1.508650743	3.602514354	1.954988513	2.765875989
IK	136.5172266	169.0553432	120.429377	120.6511543	121.103154	113.9309709	111.0041806	112.5742538	109.0881672	114.3085584	150.3540922	159.8602877	153.8651021	145.4837644	136.4610719	144.8704544	134.4288925	137.1473841
IKBKB	20.88304173	19.87215551	29.7478465	30.49032208	27.02765591	28.06072437	26.97653646	24.23317308	26.52256621	29.20307521	28.85535381	30.46509363	28.53115349	23.21484418	23.96701941	20.74342001	24.82007625	28.0039139
IKZF1	0.446051483	0.217592739	0.575798878	1.19924977	1.023497711	1.786327256	1.992612092	2.016399495	1.222188636	1.031636174	1.308141376	1.355669493	1.016018389	1.640401768	0.887394864	1.055719877	0.978002874	1.556102637
IKZF2	1.202790201	0.533171804	0.137537359	0.268871186	0.766352553	0.29038203	0.371463991	0.893281857	0.916283556	0.299225935	1.262128099	2.136899059	2.255504292	0.139932017	0.61383105	1.283316692	1.353068809	1.74899738
IKZF3	1.128093735	4.059965545	0.923560278	1.243794327	0.748679437	0.352352234	0.548860509	0.995830829	0.916863493	0.51377977	0.588659137	0.35566371	0.479406203	0.239225434	0.277977703	0.687417936	0.714330208	0.39591379
IKZF5	13.74782002	6.670255472	5.584393468	6.591852657	6.364737933	6.668699583	8.560109416	11.74593887	10.81527284	6.779469178	8.477258738	13.62996492	11.98114386	6.17405127	11.32050067	12.71841246	11.5086243	9.769397983
IL10	0.344948377	0	0.244461679	0	0	0	0	0.27754294	0	0.249179161	0	0.817849295	0	0	0	0	0.283464046	0
IL10RB	46.87968398	46.94773407	24.03006384	28.26256997	24.68156054	34.34653089	38.19737771	44.54875599	38.29052361	29.34418759	32.08764897	43.94813958	41.86312907	37.59662409	46.64488223	50.62654196	52.14976212	38.39265772
IL12B	0.499353841	0.177038521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL12RB2	3.898727295	4.074839017	5.293017921	3.787460153	4.844413296	5.526646991	4.887198152	7.06443927	8.026969415	6.69701301	6.875641472	8.203311427	6.171282643	5.438380826	3.883911313	5.225532668	6.227860354	8.203148064
IL13RA2	19.05361241	18.30574298	66.05677385	49.79257184	44.97783688	10.84858627	15.72856477	33.89926768	20.94522057	4.744951792	23.91093611	27.31521411	34.85591426	4.578056824	23.15783229	29.22611288	11.92197203	9.45480717
IL15	6.099201676	1.541726329	1.804076855	3.631134235	2.913221044	4.798007863	3.415520444	5.226985487	4.953472704	5.930043581	7.671532137	5.020358315	6.410534048	16.05266254	5.370183979	4.260297116	4.95877008	17.59625869
IL16	2.023771111	0.993869444	9.622161581	20.20963307	9.616541416	11.44525684	17.19215335	17.4553029	18.15345539	4.750482498	8.136759426	10.57257576	6.758113607	4.864108418	8.37914773	8.320122828	18.30545756	3.537683322
IL17B	0	0	0	0	0	0	0	0	0	0.31906683	0	0	0	0	0	0.50107598	1.308627389	0
IL17D	12.21396692	6.87308381	42.17989261	49.47192603	48.87145004	29.02895628	48.59841942	69.18999778	71.62274822	63.74999416	75.61959019	107.6267999	89.02356713	23.71914127	86.73895707	126.9978766	162.5397368	73.35155429
IL17RA	14.43336536	11.88404138	13.49452404	14.61396726	14.74453447	15.93872276	15.94743425	16.18247703	15.01801488	16.2536703	16.07208915	19.84754036	21.73963751	12.04667383	15.29951181	13.96036406	18.79486153	13.87833894
IL17RD	38.97972872	49.07863559	20.8842567	16.4651088	13.19000956	24.97870916	18.11518446	26.91808776	17.31709922	37.0534356	28.20336491	33.33960196	38.03618098	13.94775009	44.54291025	29.56158368	14.004626	23.24722993
IL17REL	0	0	0.831026115	0.658477338	0.582814128	1.096082271	2.122536398	1.167736086	1.210962255	0.260609397	10.94671065	4.61814497	4.199578331	1.636804875	4.250258387	4.100750509	0.296466984	1.70397222
IL18	24.57672335	16.97437407	13.32546014	6.003950201	3.9243725	4.401736165	1.24493599	2.801182935	4.118871156	2.864927522	1.115190315	1.388084395	1.26539091	0.880310101	1.044730588	0.626344975	1.437131654	0.804192454
IL18R1	0.695015542	0.731163925	0.79693039	1.028436001	0.598583917	0.720087407	0.822096558	0.393757816	0.405390444	1.753910175	0.734914216	0.788295264	1.024761267	0.916466342	0.692505629	0.340356873	0.90963571	0.597779142
IL18RAP	0.179835552	0.073345639	0.073306352	0.148376358	0.071636937	0.229382517	0	0.063133602	0.068919064	0.15235451	0.080790053	0.081749075	0.145171786	0.133629564	0.079168882	0.207662087	0.249605816	0.745177231
IL19	0.85345928	1.119081142	4.588478865	4.428321129	4.594303604	3.092022154	3.793532507	4.027733461	6.386811087	5.480238986	2.732505365	2.085696746	1.159371343	1.213157927	1.708743243	1.566665836	2.083996147	0.768916171
IL1R1	21.17964045	10.54584449	11.02498749	13.78631091	11.40355912	9.905685397	10.67109482	13.53445815	15.06947855	12.70712577	20.35736949	18.38426244	29.42281443	18.18659233	15.95501916	18.06843006	13.32640888	23.32170967
IL1R2	0	0	0.165907977	0.601388536	0.336115237	0.243401758	0.357031585	0.390615989	0.179741811	0.357531519	0.387805224	0.286409939	0.170337883	0.072396474	0.37157247	0.357635248	0.492350659	0.085549463
IL1RAP	13.0963348	10.46724044	23.19121605	21.32931582	19.47360741	14.22391659	18.28215832	23.87796891	23.39396389	17.42373392	16.68253356	26.88261812	23.09063251	18.52113858	29.67096403	23.79941594	25.352334	18.82346691
IL1RAPL1	0.082198209	0.116263898	0.543695666	1.146276026	0.23119926	2.52239145	1.988473112	0.991159825	1.14532283	0.906287179	0.619022638	0.960093422	0.56075256	0.154783292	0.606318822	0.420199516	0.531313384	0.74926541
IL1RAPL2	5.094637718	2.347885564	11.61601338	11.91520113	4.610741148	8.167041651	9.193826576	17.4783425	13.37315489	9.100716571	13.87527803	14.9399866	12.15190174	7.814746602	22.47369369	19.15610961	8.763908821	8.386632246
IL1RL1	0	0	0	0.265474918	0.206346652	0.451144124	0.068643549	0.220499574	0.345697363	1.167798547	0.557265094	0.93331019	0.852249118	0.059258419	0.205751596	0.070448134	0.07645139	0.070024487
IL1RL2	14.01261923	5.783523728	11.86025031	14.62966345	12.35352461	16.62560796	16.78572398	19.25405064	18.72415307	17.61106552	22.74584299	32.38913086	48.4159339	31.85873684	25.18534057	22.44479976	30.03382374	35.78722317
IL20RA	4.787625015	2.177079345	5.437236496	7.396564442	5.230464565	5.416257055	4.07105572	5.047770836	9.573782624	3.400915816	3.819277651	3.841080426	5.568552359	2.340128936	4.746974723	3.622487841	5.972694928	2.78762393
IL21	0	0	0.796358288	0.835670301	0	0.389442812	0.874141521	0.355574684	0	0	0	0	0.427216149	0	0	0	0	0
IL21R	0.280325199	0.343794075	2.979702818	5.397704494	3.260178192	0.626699914	1.450967435	2.237842684	1.144529397	0.898844569	3.399067176	1.124589577	1.230813678	0.345778701	0.626756513	1.232010082	0.583474402	0.513011255
