data$Gene	bud_OF	bud_OH	eOFC2	eOFC3	eOFC4	eOHC1	eOHC2	eOHC3	eOHC4	eOHC5	lOFC2	lOFC3	lOFC4	lOHC1	lOHC2	lOHC3	lOHC4	lOHC5
SHOX2	76.654984	70.50424949	2.536515656	2.026939889	2.854020562	2.44484275	1.41622259	1.12348693	1.96487055	2.10489342	2.47428116	1.23990173	2.5607934	2.00832494	1.78802105	1.00519267	1.21138716	1.65003278
5S_rRNA	4.911471401	1.40589414	1.405141077	1.292099986	2.745121384	1.535702448	1.369986789	3.190577661	1.615241137	1.488084796	1.548589174	7.790690787	5.690604406	2.757483862	4.106386897	2.812005346	0	7.141803627
A1CF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098604088	0	0
A4GALT	0.598286651	2.078843532	1.509697442	1.68061628	1.512742606	0.461293768	0.491704606	1.188003678	1.196892956	1.29941633	0.858332279	0.51310456	1.086932583	0.390940961	1.288501058	1.005928727	1.176855881	0.49591868
A4GNT	0	0.753759827	0.675736919	0.313475838	0.999271011	1.066710544	0.332371922	0.927500617	0.587809466	0	0.751405145	0.187402286	0.176373639	0.167248002	0.65514572	0.17055486	0.937999601	0.376436309
AAAS	117.0570238	152.0531486	149.1589787	136.9715563	135.3438013	108.2100005	101.3714627	115.75958	117.4625327	118.6362073	111.1276248	105.6585628	108.5538499	127.7077284	121.5435134	128.2603323	114.9886724	127.1536799
AACS	26.58696726	19.89755699	24.97288563	24.14894089	25.01441916	26.80428512	33.80648632	36.07571717	35.73956624	24.27043647	33.6013953	34.82253341	33.5033634	28.73705397	36.64678071	44.23673616	37.87118932	33.45104302
AADAT	12.28404048	11.50797385	6.516071384	8.29502313	6.680943785	7.458288684	8.26491181	7.715285952	8.789166221	5.702003232	8.074918311	7.997510731	9.118163691	5.264819434	6.959031169	6.650786905	7.303244689	6.620328078
AAK1	8.024921301	6.824958463	2.813892878	3.443132492	3.672980512	3.470128559	6.044663814	8.833614848	3.927964739	5.640889543	4.825576577	8.34365148	7.612504526	3.369110762	5.970919364	7.881940851	7.528371858	5.317426743
AAMDC	110.1008532	84.33570379	52.37200625	65.12650446	67.62488543	86.20916435	85.73979123	101.0195193	86.39581669	79.67009431	81.55629842	90.74748704	92.37993336	59.95278839	97.63042236	96.19931287	96.36240577	77.46768928
AAMP	82.78672776	111.2816059	107.0622782	93.43295105	108.915308	90.65977953	95.37851465	85.70946652	94.89228747	106.7115157	84.4488874	83.52422781	79.7376243	100.1680754	82.62706027	88.0024671	86.72155315	81.42508258
AAR2	26.80278718	18.84750723	19.68640308	19.85916976	16.72944395	21.4829058	21.32926585	27.94042066	20.85869591	15.16660272	26.30209057	31.16278629	25.38348071	20.56386363	23.33644947	28.78802801	21.63086444	20.02479819
AARS	81.4892219	113.1763005	70.14320128	75.90342105	73.69137333	73.00699951	74.8688111	78.61090354	68.81617199	75.19473098	74.80825343	83.64999756	84.43123283	71.76712731	78.27824464	83.00819851	79.9593594	76.27846378
AARS2	34.31880763	35.47724139	41.96149097	40.47457667	38.3322916	35.51763917	30.44086079	31.44934017	32.93921314	37.02396346	31.94879414	30.26960649	31.81431407	28.26365253	27.57363243	29.52198608	28.32358765	30.82450607
AASDH	23.70474717	13.53608983	22.08101119	24.09191618	17.94592671	17.7181214	20.68047086	20.19878789	21.32696703	18.27751937	16.46573278	19.23558401	20.35806632	12.57043296	18.55392394	15.64769973	16.87944549	15.81087137
AASDHPPT	21.56645851	8.350169082	5.61154109	3.773117274	5.548782234	7.604856809	5.150302215	11.87343716	8.131537109	4.850244941	6.125246723	13.2802686	14.71701068	5.663070318	15.59381791	13.83461468	9.399090676	9.711828467
AASS	13.0888768	6.09051012	11.00334574	11.32342088	10.07119834	13.73450589	15.32859401	15.13030427	14.74092785	13.64932264	12.56530161	14.85642585	19.1634625	13.17933582	13.6126164	13.70246374	13.50559917	12.51997275
AATF	42.36870534	49.52787957	29.57525525	32.90885494	28.8848574	28.8896256	32.09858716	36.0866947	29.95913306	28.45675382	37.4355489	33.86980111	32.56041518	24.48559452	30.26416779	30.92663854	32.59188253	30.8488313
ABAT	28.72161543	18.94087571	7.123090422	8.565333301	8.842199323	9.010738403	11.83442949	15.24556084	13.15279056	9.540418178	17.67987441	15.22187855	15.94696334	10.63305148	14.23728117	17.64293796	15.81520832	14.76674329
ABCA12	1.282397666	1.229515186	0.622789927	0.569892517	0.481446414	0.245952724	0.38376448	0.315125133	0.664512104	0.338626501	0.419316759	0.832682737	0.474169193	0.42114776	0.455477336	0.629106049	0.370603167	0.471793312
ABCA2	5.995624677	4.158688482	8.099764932	9.308252052	7.829257343	8.816240573	9.610193099	11.20277765	8.409986483	9.726836684	8.212233714	12.7244216	11.08977442	3.503991462	8.164450797	8.636250053	8.199887148	6.00652555
ABCA3	17.22120931	11.12802925	16.75893384	16.811376	16.04351407	18.5969993	20.52800783	25.11580748	18.4320704	19.76494014	21.50941373	31.01816999	29.15397862	20.09731014	25.22948254	24.48691529	23.92903183	21.52882975
ABCA4	1.341587491	0.286480158	2.859141119	2.633461233	1.723430845	1.454269371	1.033004892	1.223426417	1.086474876	0.864261502	1.220432976	1.088442309	1.329431137	0.952950148	1.066418267	0.943183128	1.147290258	1.066662399
ABCA5	4.724489963	3.54179978	25.31236239	25.07441812	19.80776927	28.48686704	23.17688533	22.48356197	22.55521659	19.42732535	17.38322501	19.14548857	16.64645015	18.03906732	18.73510859	16.94214172	26.90079508	21.69179565
ABCB1	1.420230678	1.210467656	0.529124855	0.696556211	0.527037362	0.631548396	0.553729099	0.632754686	0.511601731	0.475166962	0.462186419	0.481007877	0.484548609	0.555845495	0.491670548	0.52870268	0.305121667	0.275097107
ABCB10	22.55434722	15.38824705	36.2476663	40.59144605	37.04659275	44.15945371	47.6696176	45.14971331	45.72717001	42.28658001	33.94762123	37.07917222	34.01736758	29.10486239	37.99245285	31.55186971	39.73114068	31.36792145
ABCB11	0	0.026878895	0.071641078	0.033535419	0.178148719	0.114115926	0.216391668	0.082808886	0.068573341	0.153039219	0.082822427	0.080765819	0.183805964	0.035784142	0.224735595	0.255441707	0.277209237	0.193357108
ABCB6	7.151995388	5.929410906	35.80498917	34.13387827	36.67526725	33.28799809	30.0909226	28.78417967	29.9744574	36.28812964	31.17391434	35.4103417	32.77912902	31.61667853	35.03374758	33.73672298	29.42626089	27.00064121
ABCB7	27.36014726	14.96485118	9.636134167	10.53562244	8.83874346	15.39043612	17.11394425	21.19575229	12.55240961	13.83926669	15.97210967	26.40410196	22.5728755	12.70543021	25.10116663	22.16504671	20.78091174	16.73669306
ABCC1	9.527536465	7.365641763	3.723694592	4.510403719	3.877880763	5.594715681	6.038570043	8.31819753	6.250456727	6.187478722	6.029064863	9.962309204	8.318670614	5.334843412	8.360969096	7.802004638	8.620217744	8.30508349
ABCC12	0	0	0.084030274	0	0	0	0.041705917	0.036840048	0	0	0	0.094732996	0	0.144015089	0.046197038	0.078373728	0.049600769	0
ABCC4	1.775674287	0.966299948	1.298597889	2.215127247	1.885842733	1.533829203	1.830671269	5.038086059	3.846958624	1.891246728	1.567347193	1.976527526	1.403953385	0.646284391	1.512717837	1.756115248	1.784283854	1.164890744
ABCC5	21.76017355	8.98150971	20.96817119	25.89141525	22.41373059	22.70202435	26.32334106	27.78068783	26.02984074	22.82168947	21.19523525	27.79908099	29.90220707	13.50786897	23.59058713	20.38853562	22.84869273	18.00687284
ABCC6	3.751620929	2.219840893	4.331992811	4.468121771	5.362504969	5.122495829	4.731968312	5.176798749	5.396910252	6.455188599	3.783119067	4.550457085	4.050901102	2.331125731	3.00105669	2.57973036	3.349885904	2.788483343
ABCC8	5.163669344	4.995777965	10.92158937	14.13601779	13.26342776	7.340524772	8.296860692	8.772792571	9.055204675	10.16478138	12.54745462	17.85787947	12.80652089	3.704611272	8.993100363	7.402992985	8.029805456	2.491131281
ABCC9	4.675567333	1.133001271	1.143255712	1.807487473	2.679564709	4.086410854	3.156086724	3.04410745	2.431014403	6.42587621	9.546168265	10.40065972	12.07115498	12.24274584	13.50278256	8.387176495	9.044616574	11.91215468
ABCD2	6.845294385	4.372520222	2.696359297	1.745196849	3.256727297	4.350785699	4.303063798	5.122032247	2.986016064	3.671659341	4.366301119	7.270695961	7.625415809	3.086141313	5.988864372	6.776976333	5.230307222	5.015008
ABCD3	27.32866998	21.53486161	12.17925752	13.13844319	13.25512515	11.25602115	16.75714258	19.32008491	15.63824847	13.3451286	19.79778898	24.31553323	24.02266944	14.0923736	23.07405756	21.05514515	22.16783899	22.94866474
ABCD4	28.03969838	22.4348402	57.4404385	57.01862969	62.20706401	55.35248492	46.91016929	49.96529563	54.68136185	59.64089667	55.61731248	55.76315984	53.5394142	48.96054129	50.69185136	47.25681001	51.09499483	48.51345501
ABCE1	252.2350402	259.7544193	107.1456028	110.4342739	95.25110879	121.4815674	136.230346	148.2951422	125.1103129	104.8547172	161.9340444	163.2181057	164.8876925	118.7615294	171.9974961	181.7804239	148.3788372	150.6978726
ABCF3	23.37519756	25.26081355	62.58045312	59.95247521	63.1391972	64.91900573	68.97529257	70.57535659	67.27884239	74.02703111	66.18226137	70.18138504	68.31887371	60.61906588	59.4239837	53.53597093	72.24852646	62.73608938
ABCG1	7.044260176	4.315432291	0.592715936	0.821142463	1.17058733	1.154418026	1.984439264	2.031131539	1.120600351	1.637734373	1.812770175	2.854043197	3.704122366	0.982634124	2.045819627	2.424209783	1.68819214	1.058966543
ABCG2	0.063528457	0	0.176884406	0.227818034	0.263961764	0.288494156	0	0.038774299	0.169310054	0.233031723	0.151864012	0.552279491	0.44780246	0	0.304619815	0.127538293	0.10441002	0.541930062
ABCG4	0.321873752	0.227761646	0.663218804	0.742133255	1.187246659	1.127297186	0.838187533	1.402436125	1.056458734	1.216143817	0.487006952	1.289491685	0.743624277	0.204562131	0.807535562	0.631629666	0.436583091	0.096690788
ABCG5	0.355541378	0.548786232	0.307848492	0.727770535	0.229650093	0.221730561	0.076395702	0.312883897	0.253810579	0.743718497	0.52336892	0.609199382	0.155171904	0.274735955	0.445535975	0.221966833	0.436970462	0.501960801
ABCG8	0.070854261	0.037008928	0.294136273	0.434141872	0.245288851	0.15712358	0.097914972	0.186745529	0.141625572	0.265889025	0.390736152	0.167201478	0.40671587	0.302853683	0.401948505	0.05024454	0.16727733	0.149827167
ABHD10	39.40201761	28.42587185	24.97383905	27.14758735	25.77660106	28.05785597	32.68845458	33.27638313	28.95151474	27.3040662	32.26870437	34.14769959	34.10154329	28.18241909	33.6604226	30.75707312	36.40408139	33.45967429
ABHD11	112.777019	133.5846983	176.0069064	168.4248382	175.0451986	137.5626885	133.1873264	136.3490481	156.1033075	160.3446566	155.8379249	135.1478174	119.357037	143.4776468	126.5408772	131.9816251	139.6662737	127.982605
ABHD12	43.75948276	42.91187136	60.61856735	61.0323266	63.17582749	63.92500116	78.2091457	77.36528436	65.02890351	62.57503118	95.92671302	94.50893159	94.36963024	73.77928498	96.4756315	96.54206048	92.07482364	77.00782226
ABHD17A	72.79256294	91.61019469	129.0634904	98.58611917	127.2365313	142.7505674	116.2736046	111.4314934	112.8733205	155.4287978	158.0795426	133.1405653	154.2652904	172.202111	132.6775996	125.7999357	109.6311338	167.5756837
ABHD17C	34.23500565	26.52536141	22.59598047	26.17372867	23.34927262	22.65369417	22.41249673	30.90535575	24.23149663	19.0923033	28.55819354	29.18134134	29.57541729	21.30908019	24.19156825	23.81272482	22.35389469	23.17332086
ABHD18	28.11762042	15.58175663	25.06696609	23.46194066	18.30448851	23.9815524	25.85066135	30.34994668	28.9013898	23.98774079	27.09892991	37.56007734	31.61176616	13.71277286	29.26228862	25.46358119	26.88244397	27.08311704
ABHD2	10.71251829	4.771391971	2.176992214	2.226730098	2.234835323	3.29451907	3.576817803	8.620226642	3.253657989	3.724690403	8.696884921	13.25679161	11.65424415	3.806919775	10.01587481	9.193591072	8.368832301	7.818368644
ABHD3	1.472946312	0.749910313	1.083647332	1.465145266	0.576351472	1.0548821	1.549578631	2.573529682	1.461881338	1.943520528	2.544488384	2.699122789	2.726815159	1.252588394	3.17778622	3.32708431	1.239402981	1.936551392
ABHD5	3.518334025	2.449103188	1.688315627	2.815159878	1.529572144	2.189679416	2.907963127	3.558690801	3.012962837	2.372622719	3.03926309	4.078687955	4.369792853	2.45742005	3.981574945	3.684767356	3.431707219	4.55818803
ABHD6	41.86631317	34.61441857	16.15723814	20.46655383	18.96625097	22.17353804	23.81193938	27.02880266	25.22766181	12.9514141	24.62077535	30.03503983	24.24624809	18.12228323	30.06806601	30.52950626	35.08581493	19.1478705
ABI1	57.02733043	51.86667734	51.28802929	47.84602513	52.66373608	57.21089653	63.93903402	68.12565771	65.97725743	52.41485744	75.96719991	82.25761259	87.73746686	65.60285628	80.08927524	82.29795225	71.82445011	73.54682955
ABI2	21.31494645	18.73458465	7.403146547	11.63612283	8.837999458	11.54563446	11.06229347	14.44673004	10.16455291	14.15069223	17.90155751	25.61933034	28.29796983	16.12548718	25.31237469	24.16450692	20.69579145	20.13864128
ABI3BP	0.504932228	0.101578184	24.18168037	33.07644699	37.50028715	44.69403111	27.21256834	33.22246429	59.33666109	64.68707373	45.3008072	89.25215008	67.11906122	59.18404019	109.0648747	65.93290014	101.4059706	68.07991423
ABITRAM	34.16821302	39.90364545	39.94461017	52.82613853	39.97825576	31.2031769	38.83225152	49.44550593	45.37417787	32.89468003	40.96961255	44.25725727	42.01657786	30.57160789	30.01574267	33.422275	36.58757678	36.6178
ABL1	102.095729	56.15666538	62.73956326	61.89555452	70.44426419	63.26823865	70.90308334	80.29745474	68.77624701	75.94927523	79.18935091	99.95377688	98.71881794	63.45350345	90.38284871	93.32336957	74.03920503	68.8893358
ABL2	7.853660639	3.614501515	4.327446018	5.627384669	5.14461431	7.386450027	10.39775877	12.86153826	8.432521234	7.770432582	6.764202778	12.83687406	12.846975	3.362529253	9.020303307	9.176284496	8.939275065	6.235285149
ABLIM1	2.191786085	1.294701746	3.349801774	3.769145276	4.944696436	6.991288362	5.176841591	5.970810859	6.416657427	7.568521683	7.65687728	11.12641891	9.607541358	4.94172248	7.269573902	6.008430344	8.070304266	7.933402118
ABLIM2	0.658638014	0.650076496	1.769564139	1.961236478	2.872198855	3.555050469	2.982046292	2.712893987	3.648835965	8.419783551	4.730868076	6.336168684	7.993990027	6.676683705	3.860966568	3.289705102	4.224601496	9.971778916
ABLIM3	0.730259368	0.157960022	1.780442927	1.78664684	2.072337597	2.710363298	2.644769705	1.835196702	2.365107659	3.772747459	5.107716951	4.888053586	4.560990029	3.748070007	3.577873451	2.840971244	2.972149128	2.98283681
ABR	9.198785248	7.819833144	7.350160075	6.052186931	6.875985563	7.402569128	8.781223675	9.736037376	7.428909062	7.82586076	9.366255237	11.69725573	10.59163498	5.005158276	12.33735471	11.14208506	10.80967331	8.678857748
ABRA	0	0	0	0.276961106	0	0	0.289711388	0.310702735	0.12864516	0	0	0.303037056	0.14158964	0	0	0.113787712	0	0
ABRACL	69.49036184	72.90572179	69.85569796	66.15621597	69.64897689	56.40283338	66.81279947	66.3352294	71.77496158	61.20725877	52.74910654	47.35066335	45.28466175	65.84092626	57.047799	67.27574509	54.37809803	57.08976419
ABRAXAS1	59.24624651	38.94701914	89.38882383	86.54758401	75.01545745	71.31987416	81.24398896	72.02680976	85.61558562	73.73511134	64.94712174	73.10105848	71.3596959	46.99157912	57.36773425	55.97140959	66.25228768	63.56016004
ABRAXAS2	35.9859607	29.01463946	19.30567938	26.83125432	16.62985464	19.07837585	26.41451275	31.69141211	25.35111471	20.08944386	25.50857711	29.23029466	29.50276584	17.78185067	29.48871535	29.96363717	28.40435795	23.98425434
ABTB1	11.34010854	9.109051759	18.58581967	20.07219939	18.49991215	22.17948863	22.97182879	27.79452241	20.65815605	22.29292147	23.55892835	30.53378439	28.0649832	14.00937292	23.04163197	21.98352833	22.07930481	18.45749467
ABTB2	5.107671596	3.485401025	4.203333123	3.825828915	5.09880872	4.395434969	6.867039399	9.846114634	8.523504756	3.351997539	7.375267042	12.81712994	10.05732061	2.322081474	11.03074214	11.33369042	13.27558945	3.717938913
ACAA1	12.19917212	12.01303288	30.19503569	33.81671433	27.49005541	27.45215608	25.76590179	26.94991272	32.44160995	33.79605759	27.08400546	23.44304527	23.57198962	20.84415009	20.43332472	18.96194508	19.7785629	20.52030375
ACAA2	233.5372509	230.1518817	178.8851356	166.5886618	171.6835387	180.6832602	189.3519684	209.8252061	191.1113194	188.0560002	197.609922	214.4673993	196.0804645	197.453811	202.3113976	201.7719315	172.6228419	200.4406533
ACACA	20.74140476	18.39695425	32.87357699	35.13056847	34.39417968	29.24928179	26.01125611	29.73259682	29.12184553	30.33151308	21.38809562	19.33140374	23.6757531	15.57516709	17.37677469	16.23969869	18.81287882	16.58200557
ACACB	0.912069459	0.861998415	2.810730497	2.077598384	1.861592321	2.435104575	1.563527427	2.063958385	2.128018761	1.976702825	1.9942747	1.638436032	2.09604886	1.395406428	1.272198704	1.183395944	1.65470423	1.412086115
ACAD11	8.84535625	7.653315024	23.10388648	21.47087115	21.48228213	17.67714847	17.91169817	21.23572532	22.6287054	25.68105378	17.67429719	20.49047918	22.58992484	18.61951283	15.35937708	19.06655282	20.31664808	19.38031333
ACAD8	36.616793	33.24260935	35.89302043	35.5099885	35.38263094	32.4312928	32.32839056	33.01717553	32.95530331	31.1511687	25.16149228	28.75979087	27.82292864	19.27603957	25.99399192	26.76895814	27.46404811	21.75197384
ACAD9	116.935007	124.5036819	83.46411473	80.66091032	74.85880967	80.60891865	88.15768665	96.65177759	95.35136894	85.8095557	96.73256699	96.76244516	102.7360096	76.4945541	98.67616732	95.50172567	93.73681853	87.37169805
ACADL	144.53066	171.4311502	142.6889514	148.7910721	137.2837809	145.2405347	133.9066604	136.3828034	134.6865019	140.3774918	161.0091969	167.4517605	181.82755	111.1620005	136.9574338	133.3780411	102.9140458	149.6598385
ACADM	40.31959676	32.4380762	23.79833778	25.78582746	20.54612448	24.7630707	33.31339373	35.09771373	32.12629351	23.85459924	38.61315821	38.87018934	37.02122896	27.39852121	38.17810413	38.0705052	35.40255771	33.48871631
ACADS	52.35961958	50.14784105	72.70663281	71.87750918	69.47816167	69.39685769	63.48977618	65.29899934	75.99725393	79.35994845	78.05532829	74.45766938	88.33894762	78.75340244	69.34544682	63.08692654	72.00121742	76.60866056
ACADSB	88.90828112	63.94209212	46.31971435	48.53849299	37.82038259	42.12710024	51.33180982	54.94573836	54.56666406	46.53123602	55.12833869	72.3230754	78.42778571	55.02471846	64.52795044	62.72738972	65.2628148	61.99934837
ACADVL	0.284772844	0	0	0.074580536	0.215986469	0.13902542	0.437265666	0	0.15399651	0.156088225	0.413475305	0.082181419	0.298449504	0.258389831	0.079587581	0.245127518	0	0.162751881
ACAN	0.086418294	0.038857982	8.536029533	54.2586796	17.32687647	31.55746665	172.5302321	183.8628966	158.8107863	0.349922441	26.18532637	49.13756695	18.53241162	10.0293795	31.1867165	119.5800441	352.0044496	6.779121344
ACAP2	10.87199224	8.107551501	9.346339583	9.040443654	9.281211985	12.89298332	16.13101784	18.93396505	12.5084577	14.77395397	19.61910503	30.43957052	32.45216477	10.56438445	23.4252323	23.49027089	20.02021787	20.99388415
ACAP3	6.639012762	5.460381231	8.211449552	8.095347454	9.37741612	17.86422619	11.73297907	10.07812353	13.07176027	18.1247836	19.06046114	22.24970164	35.48645716	24.66855058	19.14965558	15.17980738	18.92508664	34.19159565
ACAT1	174.5898252	211.4184733	154.9429967	160.5167249	145.3689371	159.4068294	156.7213672	178.209888	159.6481185	162.131143	212.9805526	219.4109642	216.1010161	194.9950386	189.9772647	199.3939959	188.1176091	204.3599334
ACAT2	202.2152055	287.0540782	192.0547267	147.268931	147.0884449	121.2792792	141.0148022	149.4968809	158.6957837	120.2688532	144.3547518	131.3566001	129.6553358	112.2980658	131.1542735	136.5004085	111.5475451	117.3978401
ACBD3	61.70011993	50.84217217	34.95285395	42.83016757	34.60103296	47.25058195	55.77685795	66.27314589	49.78910116	45.46695925	58.84282792	75.67047176	74.87135838	56.07149085	79.4685442	68.8881397	72.22481145	71.79279175
ACBD5	13.38719655	10.91412137	12.17563864	14.31707229	13.47942607	14.42789506	16.24551391	14.56503837	17.1462771	13.9914968	19.16274732	21.80169166	18.53857413	13.41188048	16.86118479	14.75213335	16.36703423	17.56704917
ACBD6	73.06462988	83.07516968	150.3081189	136.4692737	134.0643005	129.1519773	100.4140247	128.3328002	131.8346205	128.2948442	106.6435237	98.13949182	101.9740341	104.7979694	104.4136111	99.44995861	108.0449746	121.3092834
ACBD7	1.886503367	1.347958912	2.809820539	6.394228306	7.112648841	21.36421102	31.11500305	15.73073227	65.018972	2.661172247	2.909845017	4.168182935	6.213546157	1.581334223	4.050712887	6.49077133	17.29372985	0.492907535
ACE2	0.045773628	0.131837197	0	0	0	0.048003307	0	0	0	0	0	0	0	0	0	0.073048902	0	0
ACER1	0.24437565	0	0.59691083	0.350540105	0.084585563	0.081680134	0.091669424	0	0.461444773	0	0.384628042	0.380821632	0.085742321	0.084966489	0.440097608	0.173292924	0.100408808	0.181745295
ACER2	7.290823078	6.236530596	1.600881684	1.345763059	0.680753376	1.926272185	2.154398933	4.245789664	2.256799067	2.650057957	6.484061284	8.747110824	8.694730196	4.526144075	10.40891448	10.44447775	8.813739879	9.415777402
ACER3	4.389909867	4.754228898	1.958947579	1.948207697	2.396036807	2.613581333	3.956368662	3.115906432	3.3079145	3.969570425	4.221767622	6.184118686	5.42739422	0.84393282	5.495534411	3.711002363	5.539614338	5.863129946
ACKR2	0.884569561	0.14154095	1.232920655	1.210007697	2.76422727	1.488994907	2.175375203	1.611596094	1.241701305	2.335223739	2.692970072	3.766175444	4.175683897	2.281402904	3.244400463	2.308798975	2.806739707	3.047778672
ACKR3	225.0204662	97.50902791	80.90073241	50.08701321	75.93748465	124.4380542	107.0599162	100.5691637	88.93451288	79.73676007	135.365852	90.50137163	98.63685964	138.6407156	107.776962	123.9819556	85.10351208	182.9686417
ACKR4	0	0	0.613397463	0.28713333	0	0.317901896	0.456662263	0.177254314	0.358942475	0.496028265	1.736308147	4.328161548	6.477486149	1.77296811	0.43147874	1.406002673	2.126427137	2.517548765
ACLY	182.7375403	187.4544979	84.00579734	87.82753493	78.77481549	77.38532455	93.3553413	109.1277723	86.64047616	69.66734593	104.3494008	111.463651	110.1601985	77.16174253	95.09847323	98.11911635	90.26170651	97.62887869
ACMSD	0.412961093	0.130806413	0.831180362	0.871757336	2.490761406	0.542187636	0.600931197	0.934040001	2.567992538	0.68447626	0.290350567	0.072896653	0.267645052	0	0.201409832	0.163074962	0.151594533	0.137197093
ACO1	60.04531059	46.56612632	39.02538605	32.87650972	33.66109794	38.20203073	43.61927205	44.15716069	39.15368083	32.7773411	94.68778257	94.47088358	92.40438918	70.3193049	87.36606606	83.8141111	82.41373383	71.64704993
ACO2	234.5181946	235.37327	127.6898421	117.834897	127.2452121	136.9612086	138.0068154	150.0628149	127.6372535	143.9908219	154.6567297	164.3291357	160.6319538	142.5974843	154.8149171	158.6690783	148.5801397	154.886121
ACOD1	0	0	0.121963376	0	0.357507243	0.248339118	0	0.210076947	0	0.387488164	0.134414378	0.406112999	0.126201707	0.102654082	0.224708841	0	0	0
ACOT11	22.7528402	20.66966342	44.52059234	41.24533221	45.36540483	37.26913376	39.93620137	35.55468708	38.132031	38.38685142	31.8682049	38.11369599	32.0780511	22.84626058	36.04418098	33.87295936	34.36502532	28.5800274
ACOT12	2.086559141	2.322229511	2.709410215	2.955461525	1.48586247	1.798950189	3.424025546	2.203060498	2.950025443	1.956787176	1.704837131	1.785716832	1.065054844	1.879611316	1.491690975	1.583588321	1.576378728	1.186678304
ACOT13	159.6683084	131.0925067	62.44046008	62.82927169	56.33423733	57.07930956	78.50220104	68.03318903	68.91939384	58.01937748	68.21901622	55.43657305	60.7642699	42.79524882	67.73060667	64.78351003	45.83082608	67.17064253
ACOT7	58.1863084	68.25442418	42.10785067	41.57930337	41.35577059	43.33551532	49.5325257	46.80646138	38.20264599	39.95720165	43.73473484	43.66712147	41.26182757	39.79276329	41.78219369	48.16298135	42.33152262	35.23922131
ACOT8	35.95814251	52.18446622	85.8905254	78.79266019	81.68522551	75.02795697	63.94553858	62.77743288	69.58795677	82.17552463	75.87143144	80.78745959	76.43255601	85.2974777	74.95766882	79.31913295	70.79079522	73.58916012
ACOT9	31.18369498	18.76642483	26.89450508	22.41785727	24.23455199	27.9824335	29.41774286	33.29428914	34.53333283	27.07414171	39.55786995	44.29653052	42.45408979	25.79625565	34.55134193	34.31101073	40.31549613	40.62601878
ACOX1	26.97120099	21.48760907	29.50404046	26.80625617	25.18881609	28.35730497	32.14533022	35.04691744	31.96887789	30.43483828	35.49513113	41.49987367	39.2389268	25.7857479	38.95016542	37.48625047	34.77273538	28.73967179
ACOX2	15.86581838	16.11698633	3.982358045	4.339224147	4.530031071	4.484667102	5.556123622	5.229313981	5.490327013	5.991679901	18.98239353	19.31478915	18.18138089	13.11544583	19.6515411	21.03146675	14.88929722	17.71477218
ACOX3	7.664376125	8.612481259	21.66422346	14.72979244	14.4735194	18.35920167	18.54349896	15.24227994	16.21633152	17.1750661	15.83465151	14.29381691	14.8670966	12.0794556	13.75777198	13.59054139	11.85298167	15.24833048
ACP2	16.81565078	12.89288482	25.60043054	26.06875517	25.78877388	27.22179265	29.0587626	33.29192102	30.87159555	37.69917433	35.20928184	46.26149501	39.68423844	26.35537166	26.97661513	36.46932764	38.10496462	33.52156899
ACP6	52.19956897	57.32377643	83.9960193	86.62346914	88.6190583	76.39239619	73.48143627	77.12187517	76.66670313	84.37246443	93.23077677	86.82446978	89.82137383	64.60140326	66.06291313	65.3297229	53.38907075	72.39041485
ACRBP	0	0	0.119575661	0.184808776	0	0.066526608	0	0	0	0.124090678	0.341527291	0	0	0.230414858	0	0.162144699	0	0
ACSBG1	1.737026818	2.596401046	9.584581704	6.609141546	15.79393988	14.08270541	15.47196314	11.90766171	9.986379836	12.86386157	24.82629856	26.32724918	30.68634079	11.74211457	23.14205433	16.7076704	20.47425365	8.798429353
ACSBG2	27.70664036	23.41574475	4.748005236	6.522067656	5.679569135	7.281247025	11.09307916	12.67337333	9.929978001	8.149130001	9.009339134	10.55351315	11.12505969	5.820488768	13.01672519	10.87888179	11.93165662	8.935543597
ACSF2	21.48550388	35.12056567	81.5178981	74.559375	87.24354709	62.56141801	58.57022343	53.16190646	61.51430552	73.91951967	54.35377514	56.00269716	51.38711828	40.76752568	54.14907789	53.81117322	48.66772479	36.22503478
ACSF3	12.80962613	13.63541889	27.27924141	31.03039817	34.18471404	32.68789737	33.47439538	26.31792056	31.26313087	35.43559575	23.51128732	25.55331295	26.90022438	25.1739945	21.65206224	21.41669464	23.71205061	24.58081275
ACSL1	37.73145452	28.02469844	18.07293895	22.39027839	19.24548378	18.45607366	21.26396368	22.25600625	23.59211562	19.71565037	21.16747322	30.91464355	28.19346135	22.42706634	24.76737953	22.50572606	23.25774213	16.79711647
ACSL3	30.8979089	22.57304353	7.490733925	11.29086219	10.18799108	10.08538204	15.43494465	22.04777318	16.2525322	9.619054415	13.72265499	21.02422777	23.18843514	11.31139127	22.49963433	24.03500061	22.20258845	18.54475121
ACSL4	13.58104499	10.35463717	10.71454212	14.2269185	12.91107921	9.569005293	10.32721346	13.53967666	12.71308669	11.76096606	14.26959369	15.41701599	14.99590612	9.620343082	12.99805477	11.58729315	14.10984137	13.78905896
ACSL5	0.378033024	0	0.266186662	0.928609649	0.264808057	0.541680498	0.760625643	0.928321799	0.877847287	0.071751252	0.384664535	0.749160622	0.612835556	0.569950558	0.073170268	0.834579869	0.98636175	0.434029315
