data$Gene	bud_EF	bud_EH	eEFC2	eEFC3	eEFC4	eEHC2	eEHC3	eEHC4	lEFC2	lEFC3	lEFC4	lEHC2	lEHC3	lEHC4
GAPVD1	24.0386987449638	24.5433799286322	26.9423940511044	27.7615172148198	28.7603692533384	23.2593099446776	29.6162495219965	25.6028780058189	25.2788159661235	23.290352089728	28.5276517570426	20.4073603584473	25.3445530627661	29.4333673151502
GAR1	118.298606320381	81.2527461911951	63.2442908237641	83.8523896304816	82.6156507859197	94.7838929397448	95.2789336087053	77.9026799266821	55.4822061217886	55.2337909635699	53.6112349330632	46.5910819749657	51.2282653239188	35.0820678299114
GAREM1	3.21464034053605	6.47266040807266	8.19298309352859	8.81823139225341	6.58439190304849	8.89925903172138	10.7697900417707	10.6628575828018	13.3887997080889	11.0679246298375	12.1488490232108	9.72534721828587	11.4044549211145	12.6482391883368
GAREM2	4.65105497926837	3.92610135267483	4.60611881658955	4.4407556623805	2.5233209853402	1.14435364995472	1.92123513712825	1.06538528312477	5.87326075333514	4.24613799860346	2.76120200924189	1.22314205855228	0.462891664400801	0.673325586998751
GARNL3	11.5053540513402	16.1037423887296	35.1394000400661	30.5905804825955	31.1229848021656	25.061223277413	29.5164599267659	31.495380153054	35.6008858545808	35.5605638374969	49.0591917703478	31.5863356787042	35.4467491332109	43.859167723088
GARS	285.940700801231	280.906320468576	114.815163123531	130.080581298635	151.419469652465	201.9137154668	208.601050135614	184.558042760045	175.520629083932	140.58925287451	123.590315311547	161.489884596059	178.527756864013	203.63248679039
GART	70.5965429555033	66.9905307403425	46.112729630115	45.0086349804622	37.6848287420259	53.692771474162	61.561176296308	57.4022308390103	43.9660634045874	45.1538753717555	43.792813084273	53.773508248221	51.9845004581256	50.6609646850045
GART-B	0.349265804679916	1.05621285334159	0.601011273242926	1.06511828725418	1.10911348141311	0.534805940763053	0.433228727584448	0.600443931146154	1.03678603885001	1.37995225623785	2.80454841574768	0.723918244804351	0.547559855993301	1.05409669144563
GAS1	241.105443257165	331.13029536159	752.188984690354	392.09058562069	191.823299110006	571.33176382941	414.038984191249	376.066744973986	787.273371373477	886.384097871992	890.182910086141	656.291245463573	626.431056168059	643.89874554915
GAS2	78.6116822463239	144.536488795614	212.493682574228	188.9361839758	131.856168048389	294.264191501551	329.825307218394	351.123926612425	462.608378532937	228.286095348259	270.751202010781	282.671059750744	342.347424602581	318.85515423929
GAS2L1	27.0824213865428	32.5749616159962	31.7175966920804	34.865233410033	33.008544707922	24.9102730860878	26.8570293139372	28.0451365013152	35.0505659441266	30.3332935669888	32.7620449815579	29.6389520798315	26.530758022812	22.6767067089462
GAS2L3	26.6127832364569	27.4788823541323	14.9889766771879	20.9963928640062	21.6317139128579	21.053712562011	20.0438217129189	21.6124153178157	13.4166322118408	10.5719920978153	16.0197346393316	15.5997594684814	15.5925239394222	16.7379123591439
GAS6	12.7588116015559	14.1145231456988	12.1518446933589	17.6032033549539	13.9105121465438	8.65453068917606	15.6041234445943	10.9899139549546	25.5229107007406	22.9783789274388	29.7804938120262	26.4711416710493	17.4890208249089	19.6698378928407
GAS7	19.421716921871	19.2465049166259	28.9980532510392	25.1145599007017	24.8977968065733	29.1927118467693	29.1671030228367	34.1953553474511	23.0577665010609	23.8920034805847	24.549749021665	28.9671868539474	32.880533964653	31.9585414747318
GAS8	21.1046701018767	19.8545174722102	25.349255361098	22.7557412139356	26.1292136400092	18.1782480769014	15.7775437460791	23.7199121582936	21.621824265162	28.2287010513032	26.1892867684766	17.5957108699654	15.0615081275845	16.8023731485361
GATA2	23.1559480636333	3.90295935867938	13.3828764029595	7.34951803521649	27.7681552748416	4.89776199782557	6.54727073007108	8.79787485045146	11.3511435879783	27.2826828008788	6.24546174614919	12.4378275465066	14.818545153234	15.1355967242426
GATA3	3.22215849037434	1.23858750021238	8.01408670942432	0.594194357183898	2.81993179319549	0.811762257254392	0.97038256087859	1.69327228149375	6.79447065327798	9.3165249041799	8.82742780736587	3.61789690933202	3.71420746093086	4.90545794248571
GATA4	0.39773940638763	0	0	0.204625244076113	0	0	0	0	0	0	0	0	0	0
GATA5	35.3131369855442	11.268947149946	0.455761535959945	0.0728960743359445	0.0800486430658057	0	1.05452281842652	0	0.24082211545459	0.651503512507649	0.245647343889927	0	0.222284644409954	0.116922395051393
GATA6	4.99804910495376	5.84967738715239	12.6707294268315	1.81469868284813	0.440060546049675	3.20604655905046	2.68774718355052	3.28600233818715	5.22893636402058	3.32202192260921	2.33079048825864	6.7367735553079	6.96052996276047	6.17143297232089
GATAD1	13.4297729675644	13.3953134347964	8.3096032291104	9.91412968063537	10.011523447255	9.56621880523591	10.7634412802887	9.68223631319081	9.75160193954254	10.4087910527238	9.49266131969518	10.5374934843022	9.26251662038469	11.1121234888015
GATAD2A	66.8915385376991	70.9136146574774	70.4967167411043	83.4620594275322	78.3803033041479	64.0818135190392	78.1520282515747	68.6340037847287	58.2409941155058	57.0353147745763	66.6198402536661	44.6324778235601	50.4432408154181	51.5346272640237
GATAD2B	27.9130418952338	37.6479380825094	95.5589027217494	100.903877487794	120.116264240136	85.9390716173112	94.8222343137241	109.129360031349	97.5863474406995	113.374178034208	125.311178240908	73.6841675043687	70.0566923634418	69.256911013334
GATB	8.78130085539249	8.97843712101368	10.4738432557528	9.54197762311933	10.0305133375138	8.04090243568874	9.3523919933624	9.60217974760766	10.8257620042872	11.2285266873266	10.587896986371	10.9017783763251	10.7768534955074	11.3459196356558
GATC	14.8551418321827	14.5604672010911	14.8805514376375	16.6110427865405	15.9790612482845	14.5921236866862	15.923150904984	15.2326007507701	14.73621230134	14.2920554650996	14.0710791324819	10.9850771453743	11.8450077992902	12.9305024464586
GATD1	123.193762118254	123.284219426828	130.988577753321	125.224826219068	136.151157091585	105.284634205328	102.377796446205	113.560987374175	94.2847615195859	100.002781886305	104.999842436336	109.482280677331	112.502502805783	107.376113771522
GATD3A	26.247558552981	22.6643079976168	24.388745179266	24.4141448973379	30.8769319600658	19.5270643071532	22.8931472897748	22.0655104704133	25.8775036696853	21.911560644031	25.9652602781209	21.2814472358183	20.8417780935995	23.0102511710637
GATM	6.51051006735849	23.2537268138651	59.5659838190076	33.9841661834942	34.8115812992641	72.3503569034087	27.0876866990231	48.0394419863512	42.1800645667915	43.4481749457722	27.0141544000487	24.2716541972423	24.2670160505343	34.7945733671547
GBA2	59.2952614743218	63.6410302709405	68.0161122875147	74.5878160461216	75.1948809591925	59.9116075493212	50.9979898228054	60.7822397133274	69.6617792515199	74.6740878302123	65.1124074183121	55.5924455055617	58.866197575999	61.4954030795675
GBE	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBE1	9.74806376002456	13.4610410440268	14.2695344320059	14.1118745917238	14.4413167085717	18.35106077699	14.5993149798715	22.6420189386071	29.148488735492	22.3816285214804	26.0331863712361	24.1131464390665	22.6712638477819	23.2687322607788
GBF1	32.8657395865869	38.0507220801039	39.6620887161427	43.0891843333734	42.0454827881679	37.8247329325963	44.6199606249889	42.6424631940782	40.2412955770682	41.3306231071801	43.5152927600466	24.5111496604214	31.4638631137444	35.7114786749391
GBX1	4.47209045839136	4.03926530158336	0	1.56597996582274	1.8781005450717	0.503891434929606	0	0	0	1.34621501017476	0.476433621666145	4.93548549942148	1.99232903508181	0.693781961730216
GBX2	19.2601164391022	20.8107562623593	3.11471823771333	1.555660732552	0.461208989766292	1.44308777898199	0.580265188980988	0.686132011120952	3.36199610151677	2.45510302607405	0.270341428244586	6.06008631211876	3.9140825083656	5.50798557542696
GC	0.180460874706312	0.324746885329246	0.861905871000988	0.572161109247216	0.470260542549936	0.6244432729483	0.41747278543232	0.354456933033217	2.47035119466892	1.98430189105207	1.72662357297517	1.36005053353319	2.07686569553911	1.77333909843671
GCA	3.24546414170621	4.13705736970386	8.65703301154106	7.08694881103738	6.85870085212112	5.698772357495	5.89513864272418	5.90557962498121	6.66863726610508	8.63942482607563	10.1738674298873	8.27107817335304	5.86163281361137	8.42272780009499
GCAT	233.505300306391	175.069996776666	141.913068682702	160.219113122489	190.794470469377	146.585752498815	152.290414519216	153.724973632442	126.887924028494	124.228815399769	102.423144976683	177.13701416783	153.824629426267	165.724886364467
GCC1	13.0229135911492	15.4272706813159	16.6335790014589	18.1131607404757	20.9547753913727	15.1442262821799	15.8422353034276	18.3866367877685	16.5380935021084	15.5785864183904	15.8776691919583	7.47085429815951	12.2103635707624	12.0426236218367
GCC2	5.38585071407155	7.08794653703175	12.223857232073	12.5381820843878	13.8202682198813	8.52201351231365	12.173188610321	12.218390758911	10.4317498815305	13.140994121716	17.2476858154699	11.2058925193421	15.4267287191341	13.2154721018638
GCFC2	23.8905472420924	23.8693910682482	18.561047201635	28.232346755006	22.9706314781642	22.7956294417532	25.264373622442	18.9971694563008	13.806551441695	17.2062520613533	17.2092705083839	16.2366593103212	19.5605587018458	18.4548384318272
GCG	0	1.84638748670257	2.11000278220791	3.42161100732992	2.78167892781004	0.65962205122707	1.61479659828768	2.95629487304966	2.15460473333873	5.42434837996103	2.30546107876934	7.19546447233597	3.17693319936891	3.48356972986982
GCGR	0.763166903899741	0.981483197537577	1.89050104348225	2.29027165739032	1.60738334938569	0.334077656256446	0.808924911432289	1.05449322924209	3.16467876047529	2.80708078949838	1.40060498936781	0.675850266587446	1.19360253002649	0.477520350770842
GCH1	80.9559797792832	42.5796370300849	51.3323337805622	55.6163672881378	33.2313635727727	45.4082686602765	45.4839690198095	32.1015191277026	15.1515500129371	22.4752679520487	18.5740359378163	22.2459607743003	20.7945986060167	20.252625543744
GCHFR	3.24719486204456	0.39745295406729	1.62036003348685	2.2610525608162	1.54277981738528	1.69588792208223	0.818299266278995	1.30421051039753	5.14661780734516	4.09963266972532	3.81239813413326	2.73472985908538	1.60991304342457	2.08902237369866
GCK	5.9452837424132	5.20262948502302	0.688117803934817	1.23266008921921	4.05907490359694	1.2884453860953	2.51146667345035	0.742657912555269	0.838025882466118	0.925546284664694	0.506550151118617	0.787120433534679	0.396909968152657	1.43790229138652
GCLC	33.7923311238684	27.8002465965059	30.2611905891616	24.4051626881753	21.9548910755775	40.9973274070601	34.8189379982879	32.3708735869258	29.1976752408396	27.0480058555216	22.8380285661284	34.0245541925041	37.6318986123525	33.8256074646465
GCM1	0	0	0.118457984117618	0	0	0	0	0	0	0.121934807332111	0	0.214024011936029	0	0.451280828023162
GCM2	0	0	0	0	0.140160527025709	0	0	0	0	0	0.172606248527354	0	0	0.189833747332735
GCN1	23.4743811163113	24.2403367099996	16.8857549681267	21.2761909047083	19.475277021977	17.8958887413448	21.8864588083241	18.7466903263507	14.0361049500649	13.7151309507238	15.6713754605074	15.3058798403618	19.1372303463388	22.6968895766115
GCNA	58.5683490319829	67.2101890416815	55.3345665742091	67.0999068580041	62.3761055165352	74.7626606750372	79.9700898768398	65.7890828848563	45.7168850100889	53.3108321091528	51.5669456379897	61.1340128300433	60.3303960571441	63.8624747813529
GCNT1	8.31582357532563	5.01324943478773	16.6495515512747	7.13152902948918	22.9444399601313	13.299267947835	13.9302251708736	18.5673448625985	21.5627490548214	18.1939479642915	24.8549316837468	0.204185811387356	0.515773414066735	11.4107260439997
GCNT2	5.31448881882761	4.12171792941464	2.46427645599963	2.45156376679601	1.7336868832368	1.55802712449691	1.01578825121337	2.36726083263412	4.91520395651538	2.86520124104396	4.95385687011497	1.98026015960028	4.85338031143812	2.34569385913206
GCNT3	1.3539504813067	0.611745820319144	1.35513778882182	1.04139991589116	0.516261649536517	1.19276044697441	0.179528136815949	1.83050931981554	0.58841527906191	0.682762100204537	0.429448839719813	0.824789137657529	0.605488622628536	0.580938909335518
GCNT4	2.94434764070737	3.93575037408929	8.28862417034057	8.17671242446008	1.11778351060356	3.55407106458531	2.60428003468635	1.96879935860969	11.6428368943318	4.92996885962336	3.94119376448417	4.8459857661344	6.38790496873105	5.96755233593002
GCNT7	1.48817437034152	1.26780084972775	5.11646996412539	3.35819165819594	2.65127525104477	3.81350472934096	3.61483294169369	3.71601473045168	6.81260503848234	6.13507678681708	4.13181568949839	5.24916026929616	5.95038443113083	5.55391753541093
GCSH	327.579529497963	335.130772860342	217.398661225461	254.574468182563	249.101122827932	333.156540715857	295.37744814771	257.989252913734	228.21240022643	249.517963153681	218.477835355479	455.149265715942	381.036790199295	380.751319977237
GDA	1.23418018343677	1.14064829982799	1.86530949447789	4.09145421204965	5.25983157012475	2.21150002670422	4.34860963525987	3.72095312762088	6.24506485858726	14.0271820363149	17.4661199857773	0.901694124656012	0.428224487272219	5.72754570598727
GDAP1	8.10408087653594	8.11222928049519	4.224899964498	3.76673355169132	3.08328555107973	8.37529693998331	11.1982106226262	13.2135766685748	9.21851258685051	9.30234843678106	17.5741589242693	17.3347319538284	20.7378823741167	17.9262561238123
GDAP1L1	128.624365979039	100.36978174528	24.7764167308171	50.8356618129904	60.9463958514958	63.7856730965234	65.21595545051	61.9210727402282	23.6877940140185	30.9372728829312	23.2796637879642	43.6267845469992	50.5649061482699	46.7329384551678
GDAP2	63.5764956981835	61.6996565835597	51.0933111138538	56.808034560739	57.2705449605871	63.1333618898894	62.9388806591457	57.1817960407505	54.7025481442853	50.8847319780164	47.1991788374338	51.3154628340722	47.8829680332524	49.5927993000227
GDE1	26.4195466972918	22.494895035071	39.4081778223338	34.6903583202789	35.7514143337709	35.2000208584815	30.5056195518794	38.03072984396	44.6440932566733	44.2271911847549	46.5574957432865	36.1113169480114	37.7318605545731	39.0834065283502
